id,model,score
9971,BERT,-0.9497948327105837
7890,BERT,1.4066501603388024
5020,PG,-0.9497948327105837
3871,BERT,1.4066501603388024
3897,PG,-0.9497948327105837
547,PG,-0.918625497907683
4976,PG,1.1024942194906915
3182,BERT,1.4066501603388024
3877,PG,1.4066501603388024
2084,PG,-0.04029179024750803
4976,BERT,1.4066501603388024
7723,BERT,1.4066501603388024
10206,PG,1.016790410275319
856,PG,-0.9873363944155175
2051,PG,0.10429142486481295
3745,BERT,-0.006953394327353997
3347,PG,-0.13279315809654355
3847,PG,1.5403331982769737
2666,BERT,0.28800740544495146
4839,PG,1.3817172375715658
1376,BERT,-0.49479209538293484
9993,PG,1.13366532868983
7946,PG,-0.2976985439954254
1905,PG,-0.8788096844591856
2039,PG,-0.046790039627373194
2234,BERT,-0.7613875790912298
10262,BERT,1.565377823651512
3060,PG,-0.8537650590846475
9106,BERT,-0.9256631808495627
5639,PG,-0.7702829745028539
9100,BERT,1.565377823651512
1445,PG,-0.9873363944155175
4557,PG,-0.9038543098337236
4281,PG,0.23049831907996823
7372,BERT,1.565377823651512
3192,PG,-0.9873363944155175
5225,PG,-0.5342218845604753
9498,PG,0.5487840820307516
7612,BERT,0.01344102757037502
3192,BERT,-0.0927190347724078
8342,PG,1.565377823651512
2248,PG,0.519884414130122
2925,BERT,1.565377823651512
9576,PG,-0.978988185957338
1734,PG,-0.9873363944155175
4951,BERT,-0.9873363944155175
4418,PG,-0.6445975970074921
5440,BERT,-0.7869793914192126
10206,BERT,1.565377823651512
7247,BERT,-0.8120240167937508
2756,PG,-0.3695689685102444
8173,BERT,-0.6668687186460024
4697,PG,-0.09362891008504941
8973,PG,-0.851788609046901
3058,PG,-0.2343305409944837
4506,BERT,1.7596817557400017
10619,BERT,-0.5045179848201814
3042,BERT,-0.7306035431469141
7123,PG,-0.7529967693952542
4418,BERT,-0.7195442667782327
5901,PG,-0.7808669244077265
1728,BERT,-0.5508470636648753
2750,BERT,0.47318342988632556
2817,PG,-0.1305009329346263
2817,BERT,-0.717690414745095
6740,PG,1.7596817557400017
3347,BERT,0.06621316403138204
1186,BERT,-0.34292721450051794
2919,BERT,-0.34936788446587713
9492,BERT,0.5307505754214913
2925,PG,1.7596817557400017
186,PG,1.2567414811497997
7580,BERT,-0.23669917521118444
6520,BERT,-0.730379195143338
2750,PG,0.9473058319423499
4444,PG,1.290152400756548
1248,BERT,-0.7811758997465827
814,PG,1.7596817557400017
7219,PG,-0.761977845727222
396,PG,-0.6336655555284048
2084,BERT,-0.004718056259022663
7693,PG,1.7596817557400017
175,PG,1.7596817557400017
7946,BERT,-0.6032594989644275
7372,PG,1.7596817557400017
2353,PG,-0.8338264563829653
568,BERT,-0.4885974800188125
856,BERT,-0.5797563186957045
9287,PG,-0.8248453800509973
7735,BERT,0.8615741225432121
7198,PG,-0.7121080671405459
8921,PG,-0.5348371637026111
6013,PG,-0.2817600382083301
4133,PG,-0.8431165080537895
9721,BERT,-0.6984420352183335
9100,PG,1.3450669659233168
7984,PG,-0.8253649300601756
7338,PG,-0.8338264563829653
8920,BERT,-0.508624059386208
9930,BERT,1.741719603076066
4697,BERT,-0.32237432996257276
7247,PG,-0.8248453800509973
6184,PG,-0.4938866129535156
2039,BERT,-0.34079418414129964
