task_id,hit_id,worker_id,assignment_id,status,quality_score,working_time(min),annotation_res
0,3N3WJQXELSQHXZZWTAOUBV0HVGJ2LV,A3B5FQX2VFOOMF,35USIKEBNRGYQKJBIRLD2KH8KC7N6Z,Submitted,9,28.3,"{'FR-9297-SYSTEM-REFERENCE-BERT': -0.917673939455631, 'FR-15620-SYSTEM-REFERENCE-PG': 0.4574887709920825, 'FR-1253-SYSTEM-REFERENCE-PG': -0.21661059687444373, 'FR-9508-REFERENCE-SYSTEM-BERT': -1.5648093326074963, 'FR-9907-SYSTEM-REFERENCE-PG': 1.1315881388586089, 'FR-452-REFERENCE-SYSTEM-PG': -1.2142776613169026, 'FR-12309-SYSTEM-REFERENCE-PG': 0.4574887709920825, 'FR-11471-SYSTEM-REFERENCE-BERT': -1.1873136866022416, 'FR-2677-REFERENCE-SYSTEM-BERT': 0.10695709970148888, 'FR-240-SYSTEM-REFERENCE-PG': -0.89070996474097, 'FR-6318-REFERENCE-SYSTEM-BERT': 0.48445274570674357, 'FR-10842-SYSTEM-REFERENCE-PG': -0.89070996474097, 'FR-8162-REFERENCE-SYSTEM-PG': 0.48445274570674357, 'FR-2211-REFERENCE-SYSTEM-BERT': 0.4574887709920825, 'FR-12456-SYSTEM-REFERENCE-BERT': -0.5941062428796984, 'FR-2935-SYSTEM-REFERENCE-PG': -1.1603497118875805, 'FR-10851-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-3316-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-1159-REFERENCE-SYSTEM-PG': 1.1315881388586089, 'FR-9508-REFERENCE-SYSTEM-PG': 0.4574887709920825, 'FR-4105-REFERENCE-SYSTEM-PG': 0.8619483917119983, 'FR-13767-SYSTEM-REFERENCE-BERT': -0.18964662215978267, 'FR-12558-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-13851-SYSTEM-REFERENCE-PG': -1.429989459034191, 'FR-13758-SYSTEM-REFERENCE-BERT': -1.2682056107462247, 'FR-3795-REFERENCE-SYSTEM-BERT': 1.1315881388586089, 'FR-13453-SYSTEM-REFERENCE-BERT': 0.4574887709920825, 'FR-2215-SYSTEM-REFERENCE-PG': -1.40302548431953, 'FR-9704-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-15654-REFERENCE-SYSTEM-PG': -1.5648093326074963, 'FR-3770-SYSTEM-REFERENCE-BERT': -1.5648093326074963, 'FR-14634-SYSTEM-REFERENCE-PG': -1.5648093326074963, 'FR-15620-REFERENCE-SYSTEM-PG': 1.1315881388586089, 'FR-14481-SYSTEM-REFERENCE-PG': 1.1315881388586089, 'FR-15464-SYSTEM-REFERENCE-BERT': 0.4574887709920825, 'FR-12466-REFERENCE-SYSTEM-BERT': 0.4574887709920825, 'FR-9763-REFERENCE-SYSTEM-PG': -1.40302548431953, 'FR-6618-REFERENCE-SYSTEM-PG': 0.10695709970148888, 'FR-1179-SYSTEM-REFERENCE-BERT': -0.89070996474097, 'FR-12466-REFERENCE-SYSTEM-PG': -1.5648093326074963, 'FR-9310-SYSTEM-REFERENCE-PG': -1.5648093326074963, 'FR-3651-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-5791-SYSTEM-REFERENCE-BERT': -1.2142776613169026, 'FR-1179-REFERENCE-SYSTEM-BERT': -0.89070996474097, 'FR-119-REFERENCE-SYSTEM-BERT': 0.4574887709920825, 'FR-2766-REFERENCE-SYSTEM-PG': 0.16088504913081098, 'FR-13576-SYSTEM-REFERENCE-PG': 0.8889123664266594, 'FR-1661-SYSTEM-REFERENCE-BERT': -1.2142776613169026, 'FR-14580-REFERENCE-SYSTEM-PG': 0.16088504913081098, 'FR-6306-REFERENCE-SYSTEM-PG': 0.8349844169973373, 'FR-6779-REFERENCE-SYSTEM-BERT': -1.349097534890208, 'FR-1263-SYSTEM-REFERENCE-PG': 0.8080204422826762, 'FR-13512-SYSTEM-REFERENCE-PG': 0.8349844169973373, 'FR-1179-SYSTEM-REFERENCE-PG': 0.4574887709920825, 'FR-15464-REFERENCE-SYSTEM-PG': 0.4574887709920825, 'FR-8315-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-4213-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-7422-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-5804-REFERENCE-SYSTEM-BERT': 0.4574887709920825, 'FR-4203-REFERENCE-SYSTEM-PG': 0.48445274570674357, 'FR-6318-SYSTEM-REFERENCE-BERT': 0.8080204422826762, 'FR-13758-REFERENCE-SYSTEM-BERT': -1.2682056107462247, 'FR-9907-SYSTEM-REFERENCE-BERT': -0.89070996474097, 'FR-4550-SYSTEM-REFERENCE-PG': -1.1333857371729195, 'FR-1404-REFERENCE-SYSTEM-PG': 0.8349844169973373, 'FR-2677-SYSTEM-REFERENCE-PG': 1.1315881388586089, 'FR-5880-SYSTEM-REFERENCE-PG': -0.89070996474097, 'FR-9636-REFERENCE-SYSTEM-PG': 0.8619483917119983, 'FR-5791-SYSTEM-REFERENCE-PG': -1.2142776613169026, 'FR-8840-SYSTEM-REFERENCE-PG': -1.4569534337488521, 'FR-12592-REFERENCE-SYSTEM-PG': 1.1315881388586089, 'FR-3193-REFERENCE-SYSTEM-BERT': 0.48445274570674357, 'FR-3290-SYSTEM-REFERENCE-BERT': 1.1315881388586089, 'FR-2366-SYSTEM-REFERENCE-PG': 1.1315881388586089, 'FR-15063-REFERENCE-SYSTEM-PG': 0.10695709970148888, 'FR-123-SYSTEM-REFERENCE-PG': -0.21661059687444373, 'FR-15368-SYSTEM-REFERENCE-BERT': -1.2142776613169026, 'FR-12799-REFERENCE-SYSTEM-PG': -1.5648093326074963, 'FR-3316-REFERENCE-SYSTEM-PG': 1.1315881388586089, 'FR-1167-SYSTEM-REFERENCE-BERT': 0.8619483917119983, 'FR-9430-SYSTEM-REFERENCE-PG': 1.1315881388586089, 'FR-6863-REFERENCE-SYSTEM-PG': 1.0237322399999647, 'FR-5616-REFERENCE-SYSTEM-PG': -1.2682056107462247, 'FR-13512-REFERENCE-SYSTEM-BERT': 1.1315881388586089, 'FR-11839-SYSTEM-REFERENCE-BERT': 0.4574887709920825, 'FR-4802-REFERENCE-SYSTEM-PG': 0.07999312498682784, 'FR-13836-SYSTEM-REFERENCE-PG': 1.0237322399999647, 'FR-5590-REFERENCE-SYSTEM-PG': -0.5132143187357153, 'FR-9763-REFERENCE-SYSTEM-BERT': -1.5648093326074963, 'FR-3193-SYSTEM-REFERENCE-BERT': 0.48445274570674357}"
0,3N3WJQXELSQHXZZWTAOUBV0HVGJ2LV,A3NSVJGHKJE2DY,3NPFYT4IZC45Z7MLWAH8CDLVG3GXGP,Approved,10,53.4,"{'FR-14580-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-15063-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-1404-REFERENCE-SYSTEM-PG': -0.15940090708491034, 'FR-4105-REFERENCE-SYSTEM-PG': -0.10120179293626154, 'FR-9704-SYSTEM-REFERENCE-BERT': 1.3246765037056343, 'FR-5880-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-15620-SYSTEM-REFERENCE-PG': -0.13030135001058593, 'FR-13453-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-6318-SYSTEM-REFERENCE-BERT': 1.3537760607799587, 'FR-3795-REFERENCE-SYSTEM-BERT': 2.0521654305637442, 'FR-11471-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-9508-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-13851-SYSTEM-REFERENCE-PG': 0.5971875768475241, 'FR-5616-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-4203-REFERENCE-SYSTEM-PG': -0.5376951490511276, 'FR-6618-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-13836-SYSTEM-REFERENCE-PG': 0.6262871339218485, 'FR-12309-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-1167-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-119-REFERENCE-SYSTEM-BERT': 0.5680880197731998, 'FR-10851-SYSTEM-REFERENCE-BERT': 0.5971875768475241, 'FR-13512-SYSTEM-REFERENCE-PG': 0.5971875768475241, 'FR-5791-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-5590-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-3316-REFERENCE-SYSTEM-PG': 0.5971875768475241, 'FR-1263-SYSTEM-REFERENCE-PG': 0.1897937778069825, 'FR-1253-SYSTEM-REFERENCE-PG': -0.5376951490511276, 'FR-2211-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-3290-SYSTEM-REFERENCE-BERT': 1.7029707456718515, 'FR-15620-REFERENCE-SYSTEM-PG': 0.9754818188137415, 'FR-2677-SYSTEM-REFERENCE-PG': 1.3246765037056343, 'FR-9763-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-15654-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-12558-SYSTEM-REFERENCE-BERT': 2.0521654305637442, 'FR-10842-SYSTEM-REFERENCE-PG': 0.5680880197731998, 'FR-15464-REFERENCE-SYSTEM-PG': 0.6262871339218485, 'FR-15368-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-9636-REFERENCE-SYSTEM-PG': -0.27579913538220796, 'FR-13576-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-14634-SYSTEM-REFERENCE-PG': 0.5971875768475241, 'FR-452-REFERENCE-SYSTEM-PG': 0.6262871339218485, 'FR-3770-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-1179-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-8840-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-3193-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-240-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-13758-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-9430-SYSTEM-REFERENCE-PG': 0.5971875768475241, 'FR-13512-REFERENCE-SYSTEM-BERT': 1.3246765037056343, 'FR-2366-SYSTEM-REFERENCE-PG': 2.0521654305637442, 'FR-1179-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-8162-REFERENCE-SYSTEM-PG': 0.5971875768475241, 'FR-12466-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-4550-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-1159-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-2935-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-15464-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-6306-REFERENCE-SYSTEM-PG': -0.15940090708491034, 'FR-1179-SYSTEM-REFERENCE-PG': 0.5680880197731998, 'FR-3193-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-6863-REFERENCE-SYSTEM-PG': 1.2955769466313098, 'FR-2677-REFERENCE-SYSTEM-BERT': -0.15940090708491034, 'FR-7422-SYSTEM-REFERENCE-BERT': 2.0521654305637442, 'FR-6779-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-11839-SYSTEM-REFERENCE-BERT': 0.5971875768475241, 'FR-12456-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-4213-SYSTEM-REFERENCE-BERT': 0.5680880197731998, 'FR-13767-SYSTEM-REFERENCE-BERT': 0.5971875768475241, 'FR-3316-SYSTEM-REFERENCE-BERT': -0.13030135001058593, 'FR-12466-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-9508-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-12592-REFERENCE-SYSTEM-PG': 1.3246765037056343, 'FR-5791-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-4802-REFERENCE-SYSTEM-PG': 2.0521654305637442, 'FR-9297-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-12799-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-2766-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-6318-REFERENCE-SYSTEM-BERT': 1.3537760607799587, 'FR-14481-SYSTEM-REFERENCE-PG': 1.3537760607799587, 'FR-13758-REFERENCE-SYSTEM-BERT': -0.857790276868696, 'FR-2215-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-9907-SYSTEM-REFERENCE-PG': 2.0521654305637442, 'FR-123-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-9310-SYSTEM-REFERENCE-PG': -0.857790276868696, 'FR-1661-SYSTEM-REFERENCE-BERT': -0.13030135001058593, 'FR-9763-REFERENCE-SYSTEM-PG': -0.857790276868696, 'FR-9907-SYSTEM-REFERENCE-BERT': -0.857790276868696, 'FR-8315-SYSTEM-REFERENCE-BERT': 2.0521654305637442, 'FR-5804-REFERENCE-SYSTEM-BERT': 1.1209796041853635, 'FR-3651-SYSTEM-REFERENCE-BERT': 1.528373403225905}"
0,3N3WJQXELSQHXZZWTAOUBV0HVGJ2LV,A31QUY9EDSO178,3WAKVUDHUWGUPAHPY22RMT9YNII7U6,Approved,9,20.65,"{'FR-3193-REFERENCE-SYSTEM-BERT': -1.3280431152194703, 'FR-13836-SYSTEM-REFERENCE-PG': 0.40209749326910377, 'FR-13512-SYSTEM-REFERENCE-PG': 0.9547812987585094, 'FR-13576-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-5804-REFERENCE-SYSTEM-BERT': -0.22267550424065904, 'FR-4105-REFERENCE-SYSTEM-PG': -1.4241620379132798, 'FR-12558-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-3651-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-3290-SYSTEM-REFERENCE-BERT': 0.8106029147177949, 'FR-9297-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-1661-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-3770-SYSTEM-REFERENCE-BERT': -0.41491334962827836, 'FR-9310-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-6306-REFERENCE-SYSTEM-PG': 0.35403803192219896, 'FR-123-SYSTEM-REFERENCE-PG': -0.22267550424065904, 'FR-5791-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-2677-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-13758-REFERENCE-SYSTEM-BERT': -1.4241620379132798, 'FR-11839-SYSTEM-REFERENCE-BERT': 0.5462758773098183, 'FR-4802-REFERENCE-SYSTEM-PG': 0.9547812987585094, 'FR-240-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-9430-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-119-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-14481-SYSTEM-REFERENCE-PG': -0.15058631222030178, 'FR-4550-SYSTEM-REFERENCE-PG': -0.22267550424065904, 'FR-2677-SYSTEM-REFERENCE-PG': 0.9788110294319617, 'FR-3795-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-9907-SYSTEM-REFERENCE-PG': 0.9547812987585094, 'FR-9907-SYSTEM-REFERENCE-BERT': -0.29476469626101626, 'FR-13512-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-13453-SYSTEM-REFERENCE-BERT': 0.3780677625956514, 'FR-6318-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-5791-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-1179-SYSTEM-REFERENCE-PG': 0.3780677625956514, 'FR-13758-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-9763-REFERENCE-SYSTEM-PG': -1.4241620379132798, 'FR-13767-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-6318-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-15368-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-11471-SYSTEM-REFERENCE-BERT': -1.4241620379132798, 'FR-13851-SYSTEM-REFERENCE-PG': 0.2819488399018417, 'FR-3193-SYSTEM-REFERENCE-BERT': -0.22267550424065904, 'FR-12466-REFERENCE-SYSTEM-PG': -1.4241620379132798, 'FR-8315-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-3316-REFERENCE-SYSTEM-PG': 0.5222461466363658, 'FR-5880-SYSTEM-REFERENCE-PG': 0.017621802493865128, 'FR-4213-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-7422-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-14580-REFERENCE-SYSTEM-PG': -0.22267550424065904, 'FR-14634-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-1253-SYSTEM-REFERENCE-PG': 0.9788110294319617, 'FR-12466-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-8840-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-6779-REFERENCE-SYSTEM-BERT': -1.4241620379132798, 'FR-9508-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-2935-SYSTEM-REFERENCE-PG': -1.4241620379132798, 'FR-12592-REFERENCE-SYSTEM-PG': 0.9547812987585094, 'FR-6618-REFERENCE-SYSTEM-PG': -0.1986457735672066, 'FR-10851-SYSTEM-REFERENCE-BERT': -0.1986457735672066, 'FR-9636-REFERENCE-SYSTEM-PG': -0.1746160428937542, 'FR-15063-REFERENCE-SYSTEM-PG': -0.22267550424065904, 'FR-9704-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-2766-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-2211-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-1159-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-2366-SYSTEM-REFERENCE-PG': 0.9788110294319617, 'FR-15620-SYSTEM-REFERENCE-PG': 0.4261272239425562, 'FR-4203-REFERENCE-SYSTEM-PG': -1.4241620379132798, 'FR-5590-REFERENCE-SYSTEM-PG': -1.4241620379132798, 'FR-15654-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-1404-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-2215-SYSTEM-REFERENCE-PG': -0.22267550424065904, 'FR-10842-SYSTEM-REFERENCE-PG': -0.1986457735672066, 'FR-9508-REFERENCE-SYSTEM-BERT': -1.4241620379132798, 'FR-15620-REFERENCE-SYSTEM-PG': 0.3780677625956514, 'FR-8162-REFERENCE-SYSTEM-PG': 0.9547812987585094, 'FR-9763-REFERENCE-SYSTEM-BERT': -1.4241620379132798, 'FR-3316-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-15464-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-6863-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-452-REFERENCE-SYSTEM-PG': -0.22267550424065904, 'FR-1263-SYSTEM-REFERENCE-PG': 0.9547812987585094, 'FR-1167-SYSTEM-REFERENCE-BERT': 0.9788110294319617, 'FR-12799-REFERENCE-SYSTEM-PG': 0.3780677625956514, 'FR-1179-REFERENCE-SYSTEM-BERT': 0.9788110294319617, 'FR-5616-REFERENCE-SYSTEM-PG': -1.4241620379132798, 'FR-12309-SYSTEM-REFERENCE-PG': 0.9788110294319617, 'FR-15464-REFERENCE-SYSTEM-PG': 0.9788110294319617, 'FR-12456-SYSTEM-REFERENCE-BERT': 0.3780677625956514, 'FR-1179-SYSTEM-REFERENCE-BERT': 0.9788110294319617}"
1,3MIVREZQVHYN5CJZAL2USDL5MMRQKT,AO7D2ISPG86RL,337RC3OW052THAVR7MD61KTIW9AVL6,Approved,9,60.1,"{'FR-119-SYSTEM-REFERENCE-BERT': -0.6125685608560261, 'FR-6618-SYSTEM-REFERENCE-BERT': 1.984316617566083, 'FR-10074-SYSTEM-REFERENCE-PG': -0.19145204543622457, 'FR-12799-SYSTEM-REFERENCE-BERT': -1.5249876775989293, 'FR-13512-REFERENCE-SYSTEM-PG': 0.2296644699835769, 'FR-1253-SYSTEM-REFERENCE-BERT': 0.26475751293522704, 'FR-123-REFERENCE-SYSTEM-BERT': -1.1389642051307778, 'FR-1960-SYSTEM-REFERENCE-BERT': 0.826246200161629, 'FR-15542-SYSTEM-REFERENCE-PG': -1.0687781192274777, 'FR-15654-SYSTEM-REFERENCE-BERT': 1.14208358672648, 'FR-14524-SYSTEM-REFERENCE-PG': 0.8613392431132791, 'FR-1617-SYSTEM-REFERENCE-BERT': 1.07189750082318, 'FR-4544-REFERENCE-SYSTEM-PG': 0.26475751293522704, 'FR-1404-SYSTEM-REFERENCE-PG': 0.26475751293522704, 'FR-15368-REFERENCE-SYSTEM-BERT': -0.6476616038076761, 'FR-119-SYSTEM-REFERENCE-PG': -0.6476616038076761, 'FR-4584-SYSTEM-REFERENCE-BERT': 1.10699054377483, 'FR-9960-REFERENCE-SYSTEM-PG': -1.5249876775989293, 'FR-6343-SYSTEM-REFERENCE-BERT': -0.19145204543622457, 'FR-11638-SYSTEM-REFERENCE-PG': -0.6476616038076761, 'FR-1167-REFERENCE-SYSTEM-PG': 0.8613392431132791, 'FR-11077-SYSTEM-REFERENCE-BERT': 0.26475751293522704, 'FR-3496-REFERENCE-SYSTEM-BERT': 0.2296644699835769, 'FR-6319-SYSTEM-REFERENCE-BERT': -1.1038711621791277, 'FR-12558-SYSTEM-REFERENCE-PG': 0.7209670713066786, 'FR-7422-REFERENCE-SYSTEM-BERT': 0.2296644699835769, 'FR-10271-REFERENCE-SYSTEM-PG': 0.2296644699835769, 'FR-513-SYSTEM-REFERENCE-PG': 0.19457142703192679, 'FR-11464-REFERENCE-SYSTEM-BERT': 1.984316617566083, 'FR-3795-SYSTEM-REFERENCE-PG': 1.984316617566083, 'FR-3651-SYSTEM-REFERENCE-PG': -1.489894634647279, 'FR-5880-SYSTEM-REFERENCE-BERT': -1.5249876775989293, 'FR-15542-SYSTEM-REFERENCE-BERT': -1.2793363769373784, 'FR-11638-REFERENCE-SYSTEM-PG': -0.2616381313395248, 'FR-6701-SYSTEM-REFERENCE-BERT': -1.5249876775989293, 'FR-6343-SYSTEM-REFERENCE-PG': -0.19145204543622457, 'FR-6384-REFERENCE-SYSTEM-PG': 1.3877348873880309, 'FR-5590-SYSTEM-REFERENCE-BERT': 0.7209670713066786, 'FR-11464-REFERENCE-SYSTEM-PG': 0.7209670713066786, 'FR-8426-SYSTEM-REFERENCE-BERT': -0.6476616038076761, 'FR-10240-SYSTEM-REFERENCE-BERT': 0.7911531572099788, 'FR-1253-REFERENCE-SYSTEM-BERT': -0.2967311742911749, 'FR-13836-REFERENCE-SYSTEM-BERT': 1.10699054377483, 'FR-706-REFERENCE-SYSTEM-BERT': 1.8790374887111327, 'FR-7349-REFERENCE-SYSTEM-PG': 0.7560601142583288, 'FR-4203-SYSTEM-REFERENCE-BERT': -0.9985920333241773, 'FR-8162-SYSTEM-REFERENCE-BERT': -0.6476616038076761, 'FR-452-SYSTEM-REFERENCE-PG': -1.2793363769373784, 'FR-12456-SYSTEM-REFERENCE-PG': 1.6333861880495817, 'FR-10842-REFERENCE-SYSTEM-BERT': 0.26475751293522704, 'FR-1960-REFERENCE-SYSTEM-BERT': 0.7209670713066786, 'FR-13450-SYSTEM-REFERENCE-PG': -1.1389642051307778, 'FR-9582-REFERENCE-SYSTEM-BERT': 0.7560601142583288, 'FR-14524-REFERENCE-SYSTEM-PG': -0.3669172601944752, 'FR-13341-REFERENCE-SYSTEM-PG': -0.19145204543622457, 'FR-7561-SYSTEM-REFERENCE-BERT': -1.174057248082428, 'FR-6701-REFERENCE-SYSTEM-BERT': -1.5249876775989293, 'FR-13341-REFERENCE-SYSTEM-BERT': -1.5249876775989293, 'FR-6318-SYSTEM-REFERENCE-PG': 0.826246200161629, 'FR-15671-REFERENCE-SYSTEM-PG': -1.3144294198890285, 'FR-8861-SYSTEM-REFERENCE-PG': 1.14208358672648, 'FR-4213-SYSTEM-REFERENCE-PG': 0.26475751293522704, 'FR-3496-SYSTEM-REFERENCE-BERT': 0.08929229817697641, 'FR-3290-SYSTEM-REFERENCE-PG': 0.7560601142583288, 'FR-10271-SYSTEM-REFERENCE-PG': 1.10699054377483, 'FR-9636-SYSTEM-REFERENCE-PG': 0.40512968474182753, 'FR-4584-REFERENCE-SYSTEM-BERT': 0.9315253290165794, 'FR-1394-REFERENCE-SYSTEM-BERT': 1.10699054377483, 'FR-11865-REFERENCE-SYSTEM-BERT': -0.9284059474208771, 'FR-10486-SYSTEM-REFERENCE-BERT': -1.5249876775989293, 'FR-2139-SYSTEM-REFERENCE-BERT': 0.5104088135967779, 'FR-7349-SYSTEM-REFERENCE-BERT': 0.26475751293522704, 'FR-6779-SYSTEM-REFERENCE-BERT': -1.5249876775989293, 'FR-1159-SYSTEM-REFERENCE-BERT': -0.15635900248457443, 'FR-13450-REFERENCE-SYSTEM-BERT': 0.054199255225326294, 'FR-14634-REFERENCE-SYSTEM-BERT': 0.7560601142583288, 'FR-9297-REFERENCE-SYSTEM-PG': -0.6125685608560261, 'FR-2366-REFERENCE-SYSTEM-PG': 1.738665316904532, 'FR-5616-SYSTEM-REFERENCE-BERT': 0.9666183719682294, 'FR-5915-REFERENCE-SYSTEM-PG': 0.8613392431132791, 'FR-15671-SYSTEM-REFERENCE-PG': -0.6476616038076761, 'FR-8426-REFERENCE-SYSTEM-PG': -1.5249876775989293, 'FR-15273-REFERENCE-SYSTEM-BERT': -0.2616381313395248, 'FR-6343-REFERENCE-SYSTEM-BERT': -1.3495224628406786, 'FR-2093-SYSTEM-REFERENCE-BERT': 1.10699054377483, 'FR-313-SYSTEM-REFERENCE-PG': -1.1038711621791277, 'FR-15238-SYSTEM-REFERENCE-PG': -0.6125685608560261, 'FR-6779-REFERENCE-SYSTEM-PG': 0.2296644699835769, 'FR-5616-REFERENCE-SYSTEM-BERT': -0.2616381313395248, 'FR-10486-REFERENCE-SYSTEM-BERT': -1.3846155057923286}"
