id,model,score
9231,BERT,-0.8350146538976788
84,PG,-0.6951880877356625
11680,BERT,1.1747385035839815
9534,BERT,-0.6574973453930015
11377,PG,0.3188558751387361
10528,PG,0.817698362667847
7465,BERT,1.5270572511096283
10635,BERT,-0.44775749614997706
12303,PG,-0.1713753226067568
1248,BERT,0.40423503622074536
9565,BERT,0.017005354241535486
11519,PG,0.018892194096606252
824,PG,1.719419232315661
6109,BERT,0.579868030139316
8140,BERT,-0.8262754935125528
7178,PG,-0.8787104558233089
13530,BERT,-0.03975105885121085
5656,BERT,-0.6864489273505364
1278,BERT,-0.9136670973638129
7145,BERT,-0.04123123691670564
1034,PG,0.008994970433178836
2739,PG,-0.8000580123571748
10697,BERT,-0.8699712954381829
5656,PG,-0.9136670973638129
1578,BERT,0.2927388467166181
7443,BERT,-0.5114648141814959
8722,BERT,0.5421772877966551
6743,BERT,1.2912003734444857
2891,PG,1.4642941614817342
4928,BERT,1.2542497201345724
8733,PG,0.3502240363861338
7997,BERT,1.5412692063739672
12323,BERT,-0.9136670973638129
8928,PG,1.5096793830726363
6256,BERT,-0.6662365057781275
1561,PG,-0.6761337294415549
11377,BERT,-0.9136670973638129
7242,BERT,-0.6167503874609905
8503,PG,1.4323997460762659
1248,PG,-0.8763943292667061
5018,PG,-0.16123542892961865
3490,PG,1.0420327867820445
7465,PG,1.5313719827105399
619,BERT,0.29756832033822994
2017,PG,-0.37801384942990524
7827,PG,-0.446009349690984
9534,PG,0.9654392434308573
9224,BERT,-0.04059496431633517
11692,PG,-0.9355769515707512
2528,BERT,1.7343936674788853
9057,BERT,0.9911032103951838
11413,BERT,-0.37801384942990524
8928,BERT,-0.6567281481561239
5131,BERT,-0.7995859510485935
8455,BERT,-1.057968852040693
6153,PG,-0.3644147493776895
11519,BERT,-0.688272397818571
9689,PG,-0.8403832512052408
9423,BERT,0.21639689390099284
17,PG,-0.7179913507352991
2231,PG,-0.4143155672909584
2528,PG,1.1077053550394356
1209,BERT,-0.7315904507875147
11399,PG,-0.0999130682805809
7173,PG,-0.0814667542588887
9041,PG,-0.3055227668732324
3466,BERT,-0.5548021501087099
7997,PG,0.9270573691007002
9224,PG,-0.3126514551465565
6533,PG,-0.34197424540765803
1251,BERT,0.2041143468376421
2151,PG,1.1524523141626781
1551,BERT,0.8938899216288378
9041,BERT,1.9338617506361706
8140,PG,-0.7179913507352991
13280,BERT,-0.5342017429977736
6256,PG,-0.3232436660241848
9928,PG,-0.05907914171755446
1928,BERT,-0.4434885968786874
5858,BERT,-0.5548021501087099
2231,BERT,-0.27164516051559445
1034,BERT,0.6464140088460762
926,PG,-0.20978314317872307
2930,PG,-0.7179913507352991
5356,PG,-0.19870479593880389
2017,BERT,-0.13717970745661676
7635,PG,0.12008037903596828
11655,PG,-0.37801384942990524
4146,PG,0.34130954718323103
6109,PG,1.1717961831872514
12179,PG,-0.22392816655993783
11495,PG,0.4991422369177238
5018,BERT,-0.5036971323720095
9646,PG,-0.26605665786283267
9565,PG,-0.23458918512231378
3490,BERT,1.5408000696093225
4789,BERT,-0.8038334741155461
7411,PG,1.9899968089979
11068,BERT,-0.8038334741155461
1481,BERT,-0.6306205017419382
866,BERT,-0.7391300506084516
8455,PG,-0.8038334741155461
8960,PG,2.070488957923649
992,PG,-0.021306037758370016
734,PG,-0.024219471591987524
6153,BERT,0.7009005425237218
5071,PG,1.8056445137664856
12570,BERT,0.16594361757463214
9057,PG,-0.7310421226700647
2127,BERT,-0.3007575433296152
6743,PG,2.054313102046876
2891,BERT,0.7881597641077581
7443,PG,0.7861861734304263
11495,BERT,-0.6016352756558759
1278,PG,-0.7876576182387725
11692,BERT,-0.7553059064852251
1030,PG,0.4918593946322914
8504,PG,-0.0031286082152525894
3748,BERT,-0.561195635963942
727,BERT,1.02352187362395
4116,BERT,-0.6022159713430546
13079,PG,1.3870079132609672
3137,BERT,-0.7209806040543462
13808,BERT,-0.17116867850858242
734,BERT,-0.016131543653600738
10556,PG,1.2054677989743803
4789,PG,-0.7472179785468384
9621,BERT,-0.8038334741155461
2369,PG,-0.8038334741155461
5356,BERT,1.1355914733870078
9327,BERT,-0.8038334741155461
5197,BERT,-0.7493851344532297
5640,BERT,0.34304378734407726
1505,PG,-0.7795696903003856
463,BERT,-0.7714817623619988
11578,BERT,-0.2603179036376812
4421,PG,-0.19723887873653587
10528,BERT,0.35517681898269043
1561,BERT,-0.7957455461771592
7629,PG,1.6849062903778627
5858,PG,-0.8038334741155461
12303,BERT,1.1530714605676577
6793,BERT,-0.5531469031743398
7411,BERT,-0.7144899271785695
1030,BERT,-0.17647707816425853
5640,PG,-0.8383605314134019
5071,BERT,-0.774155477325551
11068,PG,0.9739025763137913
2127,PG,-0.14170064576754773
414,BERT,0.1494749930803241
8960,BERT,2.543095663137205
84,BERT,1.65377181151349
866,PG,-0.8576872475313251
10119,PG,0.11869587628527996
992,BERT,0.07203644498361589
10149,BERT,0.0073388415562457
9646,BERT,-0.6902915516059359
463,PG,-0.5188607410664408
7347,BERT,-0.80995480741374
10793,PG,-0.30055174074875896
2739,BERT,0.8366881953688664
414,PG,0.10552386126335012
13280,PG,-0.678862830903303
117,BERT,-0.9074372449559633
9979,PG,-0.9173527976783066
13808,PG,-0.17116203624495266
10828,PG,0.0435085982954746
9928,BERT,1.2021448348526107
8722,PG,-0.6428912670021919
9724,PG,-0.14742116217486603
561,BERT,-0.9531521277664954
3137,PG,-0.04758901181174855
6038,BERT,1.0231923210604155
7347,PG,-0.9531521277664954
13079,BERT,-0.8934865776195139
10635,PG,1.8056895530841885
1551,PG,-0.9531521277664954
3575,BERT,0.7765879884084503
5124,PG,0.05686421499281111
1483,BERT,-0.5735844271206235
11399,BERT,-0.6548243770315881
7001,BERT,-0.6444751110268746
7635,BERT,-0.44670694233728314
11746,BERT,-0.579529806816544
9689,BERT,-0.5029071989098169
8851,BERT,0.24438851712156184
9327,PG,-0.5751572829976456
727,PG,-0.413115299008392
4146,BERT,1.2025699732992272
4173,PG,0.2721156483332534
824,BERT,2.9127274796208815
10697,PG,-0.24163399377019368
9231,PG,-0.6444751110268746
11413,PG,-0.5021612047606663
12570,PG,-0.49485642488316817
4928,PG,-0.31095182179942255
8503,BERT,0.591937055704688
1483,PG,0.7857618493606955
619,PG,-0.5765975507579442
9092,PG,-0.6583386766327203
3575,PG,0.310877530168196
2369,BERT,1.6719945096084237
6220,PG,-0.6583386766327203
1209,PG,-0.3248153874052684
7629,BERT,0.11081965849315047
11591,BERT,0.04726290150511606
3748,PG,-0.5977658962412882
13597,BERT,0.7960506058347959
4421,BERT,-0.6583386766327203
12687,PG,-0.5882748544543408
10828,BERT,-0.09350729592478846
2151,BERT,0.2721156483332534
926,BERT,-0.574411288848495
9724,BERT,0.29845423232264884
4820,BERT,1.1879086930062284
12179,BERT,0.05352931528530228
10449,PG,-0.6583386766327203
2930,BERT,-0.6583386766327203
10793,BERT,-0.6583386766327203
5197,PG,-0.03506905690480303
604,PG,0.03483960365956884
117,PG,-0.6583386766327203
7145,PG,0.6348063365326956
8733,BERT,-0.35472878052640916
7178,BERT,-0.6306115454210287
13597,PG,-0.6583386766327203
12687,BERT,-0.6444751110268746
7001,PG,1.2944446940340961
9092,BERT,0.46373818937686667
10556,BERT,0.5887913953582572
10119,BERT,1.3737433493833195
1481,PG,1.6164358054103556
8504,BERT,-0.4760263404655192
5131,PG,-0.7764445558126934
11578,PG,1.3549944865326118
17,BERT,-0.7039298141771687
5124,BERT,-0.7764445558126934
11680,PG,0.6192655584413865
7827,BERT,-0.5174633356858191
12323,PG,1.6311912902144592
1251,PG,-0.5174633356858191
6220,BERT,-0.7764445558126934
561,PG,1.1562106334983047
3559,PG,0.47246211673907146
604,BERT,-0.140239080533389
11655,BERT,-0.7764445558126934
4116,PG,-0.7764445558126934
11591,PG,0.9215493029591814
3466,PG,-0.7764445558126934
3559,BERT,0.6016506929445726
5923,PG,0.292982665189167
4820,PG,-0.2605561503658506
11746,PG,-0.5030077781652906
10149,PG,2.3284994976080875
6038,PG,0.5146516472077918
1928,PG,-0.027110934279719185
6533,BERT,-0.7764445558126934
7242,PG,0.12414882753563306
4173,BERT,0.11929983447969365
8851,PG,0.41208058233988715
5923,BERT,-0.4166593220661108
13530,PG,-0.061149130262632356
1578,PG,1.2929577919078696
6793,PG,-0.44432675099342084
7173,BERT,0.4621409635582814
9621,PG,-0.7764445558126934
9979,BERT,-0.7238028817875054
9423,PG,-0.18875584835446135
1505,BERT,-0.7764445558126934
10449,BERT,-0.7764445558126934
