fnames,moverscore
13322,0.7860628038080775
19719,0.8078247122057101
16589,0.8168970910942938
18189,0.8269297360127151
17836,0.8274663303243411
13742,0.8463745132187641
15459,0.826135035997498
22155,0.82334133691944
23924,0.8512324521255707
17280,0.8004110032308964
13165,0.7824243330022447
13317,0.8015120062475418
22300,0.8156144316974662
25727,0.8454458641102136
18064,0.8038980862810858
18634,0.8332706700697935
19289,0.8072791584768455
22783,0.8100658961772763
14905,0.8399131600925697
19537,0.8092500079879703
25667,0.8414657456848538
19406,0.8435572694927715
21968,0.8220515963646712
17182,0.8171138539083671
22280,0.8512671371543383
23393,0.9315813061728109
20648,0.8037120041856516
20996,0.8454232876980609
15431,0.8163364505662802
25936,0.8292792021761513
17389,0.8673396566193153
17148,0.795325695966404
16293,0.8676380998319595
17395,0.8564439027971906
17404,0.8095008032243027
21081,0.8821824571220663
22544,0.8407461224353083
13858,0.8074197947620694
21793,0.8262912474124553
22050,0.8369466286980435
25095,0.8578981991720345
16411,0.8061622689743118
20487,0.8188431334287714
19741,0.8479188578859146
20062,0.8204012778349865
19154,0.8453195048080981
14085,0.8628356485622839
18871,0.9027219500105162
14294,0.8357096414158498
21857,0.9021079705621643
18483,0.8067475676422013
14121,0.7716745777557541
20507,0.8422835766276358
19150,0.8246029862195408
24727,0.8570187809738874
26378,0.8411535966625945
14628,0.8259225512668006
15360,0.8092112946243157
18358,0.9149874135151863
13635,0.8051037127450238
13453,0.8286369239417761
16935,0.8027480271355554
17192,0.7697377750429585
14855,0.822005424126515
18128,0.7986605226838663
16678,0.8082569106372921
17986,0.8280539256576677
18620,0.8223010870309915
15968,0.8855760270116206
14625,0.8228306050315042
17038,0.7793398578858209
18031,0.7764887124953912
18209,0.788210040700819
15357,0.8094627283261312
15496,0.8124342721557986
23366,0.8001903291625552
26293,0.8426813568638877
13885,0.8251003064476061
25255,0.867795778472315
16091,0.8572220589990662
13201,0.8264276794368568
19052,0.8057665513989225
23253,0.8468034807184008
21809,0.8459724183731265
13871,0.7887290367895148
24868,0.8305849219510069
24887,0.808630951680357
21272,0.79541191336007
24035,0.8172443240445333
14080,0.8385386817208207
21631,0.8393082096402852
22110,0.8585270944309311
22548,0.8185394590236068
22863,0.8801335790412659
24189,0.8722405107518403
20826,0.7992450811316962
20396,0.8285069495221538
18100,0.813594837869322
14647,0.8058576293640338
13373,0.8643288267191132
22556,0.8239641943173598
25246,0.8584251193929846
22435,0.7829872650208998
17902,0.8358053233165293
25620,0.8580950373276435
23702,0.8050390255669502
13511,0.8537461711235336
20256,0.847714685589015
24862,0.8180115280291227
22344,0.8898116361770372
14274,0.8137933623314355
19770,0.8906046113527537
25962,0.8159995213195932
24535,0.8332363699354487
23733,0.8537196224928035
22129,0.8199424901441094
19623,0.8329653864466895
23641,0.8286602191697202
22439,0.8053257301330434
23944,0.8496950114007347
22988,0.7914093246829695
23039,0.8057415440287007
25423,0.8581517843630622
15646,0.8220658186337535
18594,0.8088111986248382
25927,0.8220640356438159
20790,0.874635625214612
13486,0.8610580237415575
25937,0.8867164903601668
17725,0.8100704168049513
14988,0.85496493893756
13393,0.7983558403112823
13462,0.8126808585797006
19396,0.7926515891542407
26321,0.8311774105832129
