fnames,moverscore
9636,0.15656083387832576
8426,0.13699413165291585
13836,0.2311498264995876
15368,0.08105930091247782
12592,0.3112446377673619
2677,0.0503028827097024
6319,-0.0038851625721141314
4544,0.1361916976667893
8840,0.1692480838082271
10851,0.13313857945980634
15671,0.08946101536830253
6384,0.1784883419287755
3874,0.09697170627289298
123,0.14132804188457193
4213,0.04655296984250301
11865,0.09243801543095609
6517,0.05956701174074852
1394,0.30240273260592343
8315,0.09223470452056504
13512,0.21446265640282602
7422,0.13940895608428194
12799,0.16105723718600684
10074,0.1203974747508113
13450,0.0903906509378194
3651,0.08976051898954684
1179,0.15470092847910955
12558,0.1163783765357368
5791,0.10114258332529569
13576,0.08851229724030085
6701,0.15843700757321533
240,0.07570684507441416
14634,0.1495915855253931
4584,0.07707607757096868
7349,0.2427354615724573
1960,0.10639842376236974
10842,0.2678990368417584
9960,0.021342716895291103
874,0.1596293928467355
4530,0.049312371311785785
9704,0.11498100059524696
119,0.18098443795300911
9508,0.29820160192107215
5804,0.1569860008720685
15063,0.08179089278200635
11396,0.07360797868378288
8717,0.15164767853500893
3436,0.07544261820075071
15654,0.1989067754783994
10486,0.17267951151463645
2211,0.17094744388515914
3770,0.10797714204885756
12309,0.09843296205192553
9907,0.2655526548888878
2766,0.11497409306788287
4776,0.12973958791277318
2215,0.16369156361163673
2935,0.14950243253254825
13453,0.07895496940230806
11464,0.09370316873029494
15238,0.24536939676334002
3316,0.16660093719488955
11974,0.13096221061895397
4203,0.1059832357777436
12466,0.09207596497373594
5915,0.15140085415241245
9297,0.08965242176726207
459,0.14541574374673838
1253,0.17273334383705763
11638,0.07284549033667764
13758,0.10337796929266618
5880,0.07293265440915708
9763,0.02730054047400443
7519,0.0679708574352138
513,0.1334444550307261
6618,0.1010249995348439
11077,0.09217286440851824
9430,0.09679902867832091
7561,0.18056944724316515
706,0.09317167259973413
11197,0.13230740256640494
12456,0.1358719866038307
11471,0.07457905915133578
313,0.06362001156796171
452,0.08006819809680243
14580,0.13887725757688762
5616,0.07705847254337483
13767,0.10366263539056941
14015,0.06539237723041724
1159,0.31614205177961807
7688,0.14621359168609427
15273,0.19599477526048648
8861,0.2082439915122699
10240,0.18650931112946423
8162,0.18056104624693248
15750,0.1705482966828773
3033,0.12354361632132727
3290,0.3321048558696744
2093,0.17602985632741142
4105,0.06325715830110601
2366,0.21481269323045749
7266,0.1459585074818197
1404,0.13474082432310241
6884,0.2659585338560865
1617,0.11269968258155927
6739,0.04441251916177613
6779,0.14185892004880118
15542,0.0518102957092339
9582,0.17643594534246965
6343,0.19716655249546633
4802,0.1358397580832491
2139,0.09219265353427131
6306,0.05505560675105903
14481,0.23473954653800289
11839,0.2816847480397874
7131,0.14387334626278236
15464,0.04651493972525689
3193,0.08680328049296593
3496,0.12866344221879544
10271,0.09922010471428078
1167,0.32206158191074297
14635,0.13677445376900843
3795,0.22074969394327826
1661,0.07475403960969507
15620,0.1802291790537487
4550,0.11060738591777519
5590,0.05559992836705996
13341,0.1298615540672381
6318,0.18333684380329673
9310,0.09297478132080816
6863,0.20313144155556628
1402,0.0698081819556855
11440,0.06156975895809236
14524,0.16888823443178147
13851,0.17325795030892055
1263,0.11229967972120147
