fnames,moverscore
13322,-0.10149784833437114
19719,0.21850009806096038
16589,0.10972011588042963
18189,0.13481653857558273
17836,0.2567257803297799
13742,0.18901543129873588
15459,0.2209852752350412
22155,0.19204456787068047
23924,0.2031863697025611
17280,-0.02253735653325628
13165,0.03834356682048745
13317,0.15978498023548293
22300,0.056129625386555304
25727,0.3036222481874591
18064,-0.006295028766881483
18634,0.20191088068650165
19289,-0.02556316733255426
22783,0.10707026977217227
14905,0.17911677088362998
19537,0.0823163474780747
25667,0.10130261557491893
19406,0.13887351147416005
21968,0.032929626663978584
17182,0.059865644167303333
22280,0.38292025259207396
23393,0.6417931481224441
20648,-0.056577664514248394
20996,0.26899341386350706
15431,0.12134508681137379
25936,0.1318519465074851
17389,0.34692523708823897
17148,0.03558601746177514
16293,0.37920367710298275
17395,0.22419654778721787
17404,0.13718899031422582
21081,0.34031877555059065
22544,0.2587679232739305
13858,-0.022620483525650714
21793,0.2071096036020188
22050,0.24865985696004855
25095,0.2050482806256284
16411,0.020675701082402687
20487,0.1182035616747319
19741,0.32568007271992816
20062,0.23031679930981797
19154,0.1908571689851145
14085,0.35484646879457626
18871,0.4911095439184201
14294,0.3328586384050273
21857,0.47492711080836236
18483,0.10820862748487226
14121,-0.0448527628388542
20507,0.24764441249425329
19150,0.25355183665988923
24727,0.2573555508114327
26378,0.08722511643181208
14628,0.06379282938765041
15360,0.18006996451107216
18358,0.49266460075707696
13635,0.007091375453177173
13453,0.15404010720198458
16935,0.01904325502436821
17192,0.01037378056726479
14855,0.06369825577847965
18128,-0.021065727589759664
16678,0.07873115554281862
17986,0.15249384250199438
18620,0.0711638555019316
15968,0.3609189766907229
14625,0.10246193137684045
17038,0.07114972289368793
18031,-0.04124593420096612
18209,0.02754812933106421
15357,0.12978226196905818
15496,0.1032414992251891
23366,-0.06074837196064453
26293,0.2187709095701783
13885,0.1952314610002288
25255,0.40010879900358476
16091,0.23220478901984098
13201,0.16409849406165167
19052,0.06042648066965284
23253,0.3584344551648664
21809,0.2879040981059324
13871,0.007194724121850848
24868,0.1353599605514142
24887,0.04406754334698326
21272,-0.035246989031506804
24035,0.06715762207072185
14080,0.15510253014267805
21631,0.2405617530598998
22110,0.28880827479220406
22548,0.04054555205085031
22863,0.27217623164000115
24189,0.3257198916591404
20826,0.04969425452998966
20396,0.22143751964370195
18100,0.16903428572175538
14647,0.0012707996549485845
13373,0.36712984688083516
22556,0.06675457509092486
25246,0.24842326792934588
22435,-0.025882342506700518
17902,0.1313041395338046
25620,0.23740849585349144
23702,0.045746688384323386
13511,0.29842282567377265
20256,0.21966292749426075
24862,0.13649914305492294
22344,0.2961985454566296
14274,0.08434916043676877
19770,0.4141104565935302
25962,0.10531987232271067
24535,0.16819479179422014
23733,0.32142212871548725
22129,0.06552627025433211
19623,0.17596728529248495
23641,0.22036235206085053
22439,0.012350734453264067
23944,0.14211298228113356
22988,-0.01373326279757281
23039,0.03375423050296911
25423,0.1525288044387927
15646,0.06652070139370136
18594,0.03131250551850784
25927,0.03410051877618814
20790,0.3115691165007538
13486,0.26652517695426337
25937,0.32355289373842144
17725,0.1559995596281759
14988,0.22988281310772762
13393,-0.027036575818163655
13462,0.07234251418619542
19396,0.0007315883489833475
26321,0.16630349897313446
