fnames,moverscore
9636,0.7843862775848445
8426,0.7664276997464075
13836,0.7995456088445158
15368,0.7610584277438466
12592,0.8378758557799677
2677,0.7692331536896087
6319,0.7437301426026516
4544,0.7377494489229486
8840,0.7735819656703148
10851,0.7813726544360499
15671,0.7395047686971868
6384,0.7783894155829323
3874,0.779353409987712
123,0.7500675254273792
4213,0.7764429627620898
11865,0.7792508215798488
6517,0.7715766001445477
1394,0.7965220170779541
8315,0.8083528858219999
13512,0.7778069543435652
7422,0.7665518022997688
12799,0.783870412243898
10074,0.7570378903635075
13450,0.7670047240064328
3651,0.7634635394393485
1179,0.7771643838450579
12558,0.7638286204706884
5791,0.7571366468589681
13576,0.7669188348986544
6701,0.7876510325581976
240,0.7740279358641029
14634,0.7907612424185644
4584,0.7577668545872215
7349,0.8051779386064328
1960,0.7873555371779397
10842,0.8169543129095674
9960,0.7423948641875215
874,0.7891960266642529
4530,0.7504948431609362
9704,0.7560958088403877
119,0.7928569229429197
9508,0.7959558643223882
5804,0.7753704657978244
15063,0.7556084688235422
11396,0.756390774731641
8717,0.7673512060210992
3436,0.7452116452213702
15654,0.7708882927120562
10486,0.7655004690793064
2211,0.774738125014999
3770,0.7551276066852196
12309,0.766741287935333
9907,0.7897174769656765
2766,0.7583207385813278
4776,0.7722072522918227
2215,0.7636411228556093
2935,0.7695012123670711
13453,0.7615268359441041
11464,0.7940852043505583
15238,0.7960478080875161
3316,0.8073960839405416
11974,0.7752931757943735
4203,0.7583781228885251
12466,0.7596840407622718
5915,0.7887733918044473
9297,0.7524770563224475
459,0.7787082316428151
1253,0.7786279021846003
11638,0.745597175711743
13758,0.7479988391598635
5880,0.7573359814268105
9763,0.7558881161207335
7519,0.7434619068973336
513,0.7864957775692171
6618,0.7830550786471904
11077,0.7563027765979513
9430,0.7383879721169943
7561,0.7991540750699998
706,0.7809451369557926
11197,0.7831103869101792
12456,0.7689099814926027
11471,0.7630068178441547
313,0.743828554147308
452,0.7819339383646132
14580,0.7717796932241066
5616,0.7800563606792805
13767,0.7436986605938537
14015,0.7578314018961042
1159,0.8176032579295233
7688,0.77210307109433
15273,0.7843254592149052
8861,0.7886602717517421
10240,0.8184722406832252
8162,0.7922745772397761
15750,0.7949011046911849
3033,0.7825268816305102
3290,0.8434638067509521
2093,0.788257499728881
4105,0.7527247591004504
2366,0.7965711450222076
7266,0.7690023738845742
1404,0.7805885840890568
6884,0.7943757472809483
1617,0.7747921049186194
6739,0.7481790936300688
6779,0.7487552670421043
15542,0.7670294873063921
9582,0.7816235944821597
6343,0.7702003080314666
4802,0.7700463848445285
2139,0.7536171577302608
6306,0.7671249722767627
14481,0.8034364780133674
11839,0.8084481455927527
7131,0.7627653633659033
15464,0.7470338345582881
3193,0.7889357698746942
3496,0.7600709514383817
10271,0.7816605368320473
1167,0.8082639705874187
14635,0.7748409593102807
3795,0.7767136139309629
1661,0.774791577628957
15620,0.7977064402752863
4550,0.7733645055183784
5590,0.7632431092740204
13341,0.7563924871113173
6318,0.7903171584516872
9310,0.7301463779586566
6863,0.7804546154630633
1402,0.759764826573282
11440,0.7614885289513558
14524,0.7723021718476708
13851,0.7733742252973065
1263,0.7957915375335451
