fnames,moverscore
13322,-0.07362045680553386
19719,0.18393909884511284
16589,0.09599988701052498
18189,0.09631318769720965
17836,0.18689068233656614
13742,0.192060953717619
15459,0.1592150550303013
22155,0.20189395081767547
23924,0.19335759885716874
17280,0.010988653479379495
13165,0.010747403548594714
13317,0.1345500620307878
22300,0.06136851142624111
25727,0.22796344805247182
18064,0.009069000959746498
18634,0.16709304262364177
19289,-0.03819219005865193
22783,0.09809684510473482
14905,0.15607347289000562
19537,0.0584905653638329
25667,0.08488821091382848
19406,0.10033592783839851
21968,0.025781545851304655
17182,0.06256940479644157
22280,0.3891606874141368
23393,0.6558760482209224
20648,-0.0123375866042994
20996,0.23940336717987676
15431,0.09963937406464862
25936,0.12048347610305421
17389,0.2974423544356155
17148,0.06599015275753894
16293,0.33935558972750224
17395,0.24029733741406156
17404,0.15713327240237185
21081,0.2590605798428861
22544,0.25368516810237196
13858,-0.056014907793362934
21793,0.17206884233501385
22050,0.1404667119110341
25095,0.17265684960524352
16411,0.042942362403705525
20487,0.10091128871361754
19741,0.2996756685365196
20062,0.23934077706418022
19154,0.20601626963435837
14085,0.31454901352010656
18871,0.4768600957634941
14294,0.3894659523355519
21857,0.3906650265907783
18483,0.09778768139782223
14121,-0.04625199804107161
20507,0.251421738159471
19150,0.22296658079185439
24727,0.2615134967809877
26378,0.1022418549234071
14628,0.05826838791853539
15360,0.19446485289847448
18358,0.45474739196227953
13635,0.08129677814962821
13453,0.20497223735317016
16935,-0.0024177217377288063
17192,0.008095382391135386
14855,0.031665737019723306
18128,0.019118805664622762
16678,0.07423257211328127
17986,0.18631962832323823
18620,0.08296021467398496
15968,0.36378110307375666
14625,0.10563636157720624
17038,0.13211762375978076
18031,-0.038613749748186876
18209,0.01979784318917921
15357,0.13372226826403966
15496,0.12136752747489277
23366,-0.054255317534435576
26293,0.23652574895943523
13885,0.15917397470116446
25255,0.35499311238657594
16091,0.22174909831417655
13201,0.18214555664329868
19052,0.03496355162987341
23253,0.3364982869296035
21809,0.2719439229489887
13871,0.020346469121371058
24868,0.19514688359280807
24887,0.022505413317974954
21272,-0.054945196482060865
24035,0.0939165454358386
14080,0.17973276121436488
21631,0.2370672266131928
22110,0.25691741346664576
22548,0.027878014587807698
22863,0.24781195967623793
24189,0.33749217872737214
20826,0.06026050463208521
20396,0.16995096952871092
18100,0.16375757260917434
14647,-0.009306263532054881
13373,0.32869202238356365
22556,0.07516455490949392
25246,0.23732158604120313
22435,-0.00981110329883883
17902,0.14481494965010477
25620,0.20547871819102115
23702,0.041516022714361944
13511,0.3178559290351578
20256,0.19375309569499288
24862,0.10290714638989784
22344,0.3072801140139978
14274,0.04159586556676609
19770,0.35238580723778834
25962,0.15074489411963654
24535,0.17769089099381874
23733,0.3538775783351251
22129,0.1284667921299366
19623,0.17594515192568994
23641,0.23722852805761663
22439,0.011905365972985749
23944,0.22280728362594437
22988,-0.00712147531305396
23039,0.07897395915088468
25423,0.15419385870167812
15646,0.04917470161434645
18594,0.06536451735294291
25927,0.024569641719311086
20790,0.3072074586798993
13486,0.24020617441611658
25937,0.3328351605854898
17725,0.13897671175512905
14988,0.19089002212390038
13393,-0.02233422142187247
13462,0.060464494598946095
19396,-0.024949915091754038
26321,0.1795082809267281
