layer,precision,recall,fnames
1,"[0.7095497846603394, 0.7148736119270325, 0.7491732239723206, 0.6958490610122681, 0.7042269110679626, 0.7346959114074707, 0.7885055541992188, 0.6758099794387817, 0.6987649202346802, 0.697776198387146, 0.6944706439971924, 0.7302963733673096, 0.7917730808258057, 0.7505003213882446, 0.7564023733139038, 0.6458285450935364, 0.7017801403999329, 0.832073450088501, 0.8790069222450256, 0.7297108173370361, 0.8064793348312378, 0.7978497743606567, 0.7865786552429199, 0.721650242805481, 0.7236329317092896, 0.7219660878181458, 0.7436965703964233, 0.8514180183410645, 0.6807760000228882, 0.7962111234664917, 0.7749966979026794, 0.6641510128974915, 0.7578456997871399, 0.6977516412734985, 0.7818887233734131, 0.7137640714645386, 0.6464182138442993, 0.750982940196991, 0.7558568716049194, 0.8707231283187866, 0.733829140663147, 0.6872620582580566, 0.6663334965705872, 0.616205096244812, 0.7905341386795044, 0.729598343372345, 0.6676740646362305, 0.7022403478622437, 0.7436605095863342, 0.8352971076965332, 0.682960033416748, 0.7127764225006104, 0.8003469705581665, 0.7000628709793091, 0.7703884840011597, 0.7696462869644165, 0.6945549249649048, 0.6609461307525635, 0.8178133964538574, 0.7403045892715454, 0.7643377780914307, 0.6764441728591919, 0.6707779169082642, 0.7468024492263794, 0.7154012322425842, 0.7661073803901672, 0.9399470090866089, 0.780720055103302, 0.6852469444274902, 0.651444137096405, 0.7605013847351074, 0.6980584859848022, 0.9045304656028748, 0.7939674854278564, 0.7019078135490417, 0.7321810722351074, 0.7383921146392822, 0.632144570350647, 0.8017767071723938, 0.691629946231842, 0.7594066858291626, 0.7461109161376953, 0.6752932071685791, 0.7403256893157959, 0.944084644317627, 0.714566171169281, 0.6700482368469238, 0.6798318028450012, 0.8734548091888428, 0.7489141225814819, 0.785254955291748, 0.7123043537139893, 0.7192112803459167, 0.7266650795936584, 0.726542592048645, 0.7157204747200012, 0.7451852560043335, 0.7424342632293701, 0.7095034122467041, 0.7840030193328857, 0.7434412240982056, 0.678916335105896, 0.6435931921005249, 0.8562737107276917, 0.6982823610305786, 0.7440054416656494, 0.7508972883224487, 0.8291928768157959, 0.7005492448806763, 0.6817736625671387, 0.8587748408317566, 0.7144718170166016, 0.7837390899658203, 0.7172911763191223, 0.7914401292800903, 0.7689271569252014, 0.7337284088134766, 0.7762689590454102, 0.7271125316619873, 0.6849867105484009, 0.7474570274353027, 0.7368320226669312, 0.7072587013244629, 0.7921308875083923, 0.6650122404098511, 0.6747310161590576, 0.7091737985610962, 0.7051709294319153, 0.720359206199646, 0.7320966720581055, 0.6948460340499878, 0.7947540283203125, 0.8006439208984375, 0.7052645683288574, 0.6738854646682739]","[0.6813319325447083, 0.7050834894180298, 0.7824410796165466, 0.7013878226280212, 0.6916327476501465, 0.7678748369216919, 0.7476091384887695, 0.6769202351570129, 0.7153612971305847, 0.6921005249023438, 0.6415718197822571, 0.711766242980957, 0.7796821594238281, 0.7751227617263794, 0.7329303026199341, 0.6673551201820374, 0.703596830368042, 0.7595309019088745, 0.8268798589706421, 0.745135486125946, 0.8018784523010254, 0.7581477165222168, 0.7738355398178101, 0.7286832332611084, 0.6739185452461243, 0.7985796928405762, 0.7267501950263977, 0.7736278772354126, 0.6609050035476685, 0.7305581569671631, 0.6889225840568542, 0.671329140663147, 0.7451926469802856, 0.7127653360366821, 0.82725989818573, 0.6854215860366821, 0.6388679146766663, 0.7524747848510742, 0.7656761407852173, 0.7920377254486084, 0.7180960178375244, 0.6690196394920349, 0.668833315372467, 0.6344243288040161, 0.8491575717926025, 0.7521793842315674, 0.6819646954536438, 0.6992478370666504, 0.7604469060897827, 0.7633262872695923, 0.7003191709518433, 0.6986578106880188, 0.7409356832504272, 0.7048961520195007, 0.8203107118606567, 0.7533964514732361, 0.6973975896835327, 0.6456238031387329, 0.7436332106590271, 0.7036569118499756, 0.7140734791755676, 0.6752021312713623, 0.7034839391708374, 0.6950829029083252, 0.7087406516075134, 0.7195093631744385, 0.9399470090866089, 0.7912068367004395, 0.6935518980026245, 0.6194134950637817, 0.7590698599815369, 0.6837383508682251, 0.8567670583724976, 0.7744261026382446, 0.689859926700592, 0.6697224378585815, 0.695537805557251, 0.6121919751167297, 0.7723392248153687, 0.6572748422622681, 0.7166595458984375, 0.6983607411384583, 0.6678256392478943, 0.7372190952301025, 0.8039724826812744, 0.7098560333251953, 0.6961137056350708, 0.6927849054336548, 0.7846535444259644, 0.7067272663116455, 0.7811530828475952, 0.7461918592453003, 0.6786931753158569, 0.7053844332695007, 0.7223212122917175, 0.6981417536735535, 0.7313934564590454, 0.7410055994987488, 0.7203549742698669, 0.7716400623321533, 0.6847518086433411, 0.6589620113372803, 0.6510021686553955, 0.8841370344161987, 0.6728662252426147, 0.7208912372589111, 0.7715974450111389, 0.7097181677818298, 0.6827256679534912, 0.6976094245910645, 0.8303351402282715, 0.715756356716156, 0.6594224572181702, 0.7158779501914978, 0.7360758781433105, 0.7152038812637329, 0.6907181739807129, 0.8218506574630737, 0.7060599327087402, 0.7195437550544739, 0.6894286870956421, 0.6931527853012085, 0.7254120111465454, 0.7934100031852722, 0.6793465614318848, 0.6835141181945801, 0.6984997987747192, 0.6904231309890747, 0.7668477296829224, 0.7210281491279602, 0.6942694783210754, 0.7971327304840088, 0.7720284461975098, 0.6703405380249023, 0.6712424755096436]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
2,"[0.7519212365150452, 0.7552413940429688, 0.788459062576294, 0.7424371838569641, 0.7587224245071411, 0.7702583074569702, 0.8304387331008911, 0.7549307346343994, 0.7556573152542114, 0.7408971786499023, 0.7454842329025269, 0.7770857810974121, 0.8331608772277832, 0.7845112085342407, 0.7898902893066406, 0.6999722719192505, 0.757745087146759, 0.8493711352348328, 0.8852736949920654, 0.7606807947158813, 0.8406426906585693, 0.8380268812179565, 0.8265478014945984, 0.7730858325958252, 0.7689666748046875, 0.7714307308197021, 0.7894850373268127, 0.8602690696716309, 0.739791989326477, 0.8196807503700256, 0.8060135245323181, 0.7239091396331787, 0.7906583547592163, 0.7548646926879883, 0.8110764026641846, 0.7696549892425537, 0.7179102301597595, 0.7930865287780762, 0.7998770475387573, 0.8878606557846069, 0.773482084274292, 0.7484041452407837, 0.7382293343544006, 0.6794590950012207, 0.8243104815483093, 0.7851559519767761, 0.736034631729126, 0.7651739716529846, 0.7902424931526184, 0.848325252532959, 0.7409618496894836, 0.7730541229248047, 0.8377347588539124, 0.7580854296684265, 0.822037935256958, 0.8162245154380798, 0.7535971403121948, 0.7317181825637817, 0.8361412286758423, 0.7543618679046631, 0.8071592450141907, 0.752392590045929, 0.7440017461776733, 0.7843669652938843, 0.7708064317703247, 0.7864146828651428, 0.9493292570114136, 0.8266630172729492, 0.7361621856689453, 0.7129565477371216, 0.8017585277557373, 0.7684445381164551, 0.9218478202819824, 0.8114990592002869, 0.7720993161201477, 0.7854178547859192, 0.7874820232391357, 0.6849182844161987, 0.8194005489349365, 0.7264791131019592, 0.7909302711486816, 0.7967767119407654, 0.7288060784339905, 0.7815357446670532, 0.9526726007461548, 0.7750205993652344, 0.7290811538696289, 0.727159857749939, 0.8798829317092896, 0.7919673323631287, 0.8236986994743347, 0.7656654715538025, 0.7477432489395142, 0.7848166227340698, 0.7811285257339478, 0.7620688676834106, 0.7923101186752319, 0.7906553745269775, 0.7460780739784241, 0.8293439745903015, 0.7901901006698608, 0.7445358633995056, 0.7233520746231079, 0.8604425191879272, 0.7571280002593994, 0.7750173211097717, 0.7979249358177185, 0.8526058197021484, 0.7592471837997437, 0.7526570558547974, 0.8776231408119202, 0.7713320851325989, 0.8183453679084778, 0.7577523589134216, 0.8094486594200134, 0.8160170316696167, 0.7685735821723938, 0.8090144395828247, 0.78536057472229, 0.7407357692718506, 0.7907241582870483, 0.7817894220352173, 0.7634936571121216, 0.8164410591125488, 0.7296576499938965, 0.7383995056152344, 0.7655248045921326, 0.7541232705116272, 0.7705564498901367, 0.7910498380661011, 0.7541844844818115, 0.825946569442749, 0.8233683109283447, 0.7532316446304321, 0.7406882047653198]","[0.7425867915153503, 0.7627298831939697, 0.8205767273902893, 0.7592306137084961, 0.7578730583190918, 0.8092509508132935, 0.7992851734161377, 0.7530006766319275, 0.7721390128135681, 0.7411260604858398, 0.719629168510437, 0.7534343004226685, 0.8272267580032349, 0.8139958381652832, 0.7794325351715088, 0.7436411380767822, 0.7480969429016113, 0.7909637093544006, 0.8469254970550537, 0.765850305557251, 0.8318389654159546, 0.8025161027908325, 0.8194331526756287, 0.7819193601608276, 0.7394969463348389, 0.8332259654998779, 0.7791119813919067, 0.8093118071556091, 0.7327673435211182, 0.7829164266586304, 0.7473361492156982, 0.7254784107208252, 0.7909157872200012, 0.7619277238845825, 0.8563752770423889, 0.7556415796279907, 0.708999514579773, 0.7933000326156616, 0.8014813661575317, 0.8223955631256104, 0.7539499998092651, 0.737921416759491, 0.7390127182006836, 0.7105119228363037, 0.8753047585487366, 0.8093010783195496, 0.759523868560791, 0.7631431818008423, 0.8009545207023621, 0.7954305410385132, 0.755194902420044, 0.7668617963790894, 0.7993059754371643, 0.7673764228820801, 0.8504306077957153, 0.7985776662826538, 0.7507755160331726, 0.7336068749427795, 0.7830333709716797, 0.7597991228103638, 0.7686305642127991, 0.752991795539856, 0.7675590515136719, 0.748981773853302, 0.7551870942115784, 0.7616853713989258, 0.9493292570114136, 0.824152410030365, 0.7490702271461487, 0.6882106065750122, 0.8039965629577637, 0.7440553903579712, 0.8797582387924194, 0.8129453063011169, 0.7523647546768188, 0.7394005060195923, 0.7477880120277405, 0.7054677605628967, 0.8130038380622864, 0.7212566137313843, 0.7659635543823242, 0.7495803833007812, 0.7394024729728699, 0.7782348990440369, 0.8406463861465454, 0.7797333002090454, 0.7494047284126282, 0.7480615973472595, 0.8177470564842224, 0.7643581032752991, 0.8276488780975342, 0.7887648940086365, 0.7220761775970459, 0.7589211463928223, 0.7897162437438965, 0.7532960176467896, 0.7809556126594543, 0.7950073480606079, 0.7722485661506653, 0.8104719519615173, 0.7524080276489258, 0.7283303737640381, 0.7241533994674683, 0.8812006115913391, 0.7518602013587952, 0.767815887928009, 0.7917835712432861, 0.755401074886322, 0.7558379769325256, 0.7524935603141785, 0.8616191148757935, 0.7801073789596558, 0.7378411889076233, 0.7668280601501465, 0.7855328321456909, 0.7757329940795898, 0.7493126392364502, 0.8549196124076843, 0.768290638923645, 0.7663614153862, 0.7531014680862427, 0.7571821808815002, 0.7812535762786865, 0.8222308158874512, 0.7425386309623718, 0.7380691170692444, 0.7574201822280884, 0.7490338683128357, 0.8139391541481018, 0.7695927023887634, 0.7543474435806274, 0.8329223990440369, 0.8148167729377747, 0.7249666452407837, 0.7347069978713989]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
3,"[0.7500400543212891, 0.7672209143638611, 0.7867899537086487, 0.7443419694900513, 0.7603439092636108, 0.7648097276687622, 0.8367981314659119, 0.765320897102356, 0.7613486647605896, 0.7382611036300659, 0.7541980147361755, 0.7709226608276367, 0.838913083076477, 0.7799636125564575, 0.7882181406021118, 0.7145751118659973, 0.7566362619400024, 0.8540734648704529, 0.8841460347175598, 0.7670551538467407, 0.8379446268081665, 0.8407334089279175, 0.8280804753303528, 0.7903823256492615, 0.7825378179550171, 0.7772760987281799, 0.7910526990890503, 0.8568867444992065, 0.753351628780365, 0.8276849985122681, 0.8087489604949951, 0.716284453868866, 0.7951302528381348, 0.7633876204490662, 0.8156231045722961, 0.7792353630065918, 0.7266231179237366, 0.7944861054420471, 0.809954047203064, 0.892917275428772, 0.7757037281990051, 0.7515237331390381, 0.7553888559341431, 0.6839163303375244, 0.8280874490737915, 0.7915641069412231, 0.7235612869262695, 0.765964150428772, 0.787496030330658, 0.8418764472007751, 0.7474591732025146, 0.7846369743347168, 0.8548133373260498, 0.7586423754692078, 0.8223751783370972, 0.8197317123413086, 0.7506153583526611, 0.7358282208442688, 0.8398087024688721, 0.7573987245559692, 0.8114053010940552, 0.7749549150466919, 0.7511141300201416, 0.7981513738632202, 0.7742984890937805, 0.7916157245635986, 0.9516444802284241, 0.8373820781707764, 0.7366625070571899, 0.7322140336036682, 0.8074245452880859, 0.7717565894126892, 0.9251397848129272, 0.8195812702178955, 0.7743009328842163, 0.793021023273468, 0.7880199551582336, 0.6968910098075867, 0.8232178092002869, 0.6988437175750732, 0.796983003616333, 0.7960236072540283, 0.7224394083023071, 0.7743467092514038, 0.9542250633239746, 0.773898184299469, 0.7457691431045532, 0.7354023456573486, 0.8899184465408325, 0.8071473836898804, 0.8272379040718079, 0.7649773359298706, 0.7436500787734985, 0.7944383025169373, 0.7832661867141724, 0.7739551663398743, 0.8022714853286743, 0.7975693941116333, 0.7521084547042847, 0.8300331234931946, 0.7865020632743835, 0.7711718082427979, 0.7268617153167725, 0.8563114404678345, 0.7569732666015625, 0.764689564704895, 0.7982514500617981, 0.8639860153198242, 0.776172399520874, 0.757244348526001, 0.8804551362991333, 0.7824985384941101, 0.8168042302131653, 0.760541558265686, 0.8239924907684326, 0.817370593547821, 0.768703818321228, 0.8188904523849487, 0.7900404334068298, 0.7495868802070618, 0.7952908277511597, 0.7869888544082642, 0.7737721800804138, 0.8161826133728027, 0.7369502782821655, 0.7594195604324341, 0.7690996527671814, 0.7569137215614319, 0.7728807926177979, 0.8000192046165466, 0.7597459554672241, 0.8309224843978882, 0.8300983309745789, 0.7679322957992554, 0.7451856136322021]","[0.7511491775512695, 0.7660224437713623, 0.8130538463592529, 0.7691802978515625, 0.7638865113258362, 0.8058667182922363, 0.8005393147468567, 0.7530233860015869, 0.7676198482513428, 0.752312421798706, 0.7321314215660095, 0.7576320171356201, 0.8283303380012512, 0.8145314455032349, 0.7902265787124634, 0.7491037845611572, 0.7644325494766235, 0.7944614887237549, 0.8387590050697327, 0.7760818004608154, 0.8368846774101257, 0.8032895922660828, 0.8174499273300171, 0.7954254150390625, 0.7428715229034424, 0.8363920450210571, 0.7848430275917053, 0.8160604238510132, 0.7486294507980347, 0.7850278615951538, 0.750733494758606, 0.7319509983062744, 0.7965298891067505, 0.7606887817382812, 0.859987735748291, 0.7580971121788025, 0.7298112511634827, 0.7998497486114502, 0.8043584823608398, 0.8208613991737366, 0.7545154094696045, 0.7517858147621155, 0.7408611178398132, 0.7253592014312744, 0.8771386742591858, 0.812010645866394, 0.773118257522583, 0.7650513648986816, 0.7994351983070374, 0.7968324422836304, 0.7738006114959717, 0.7725102305412292, 0.8033499121665955, 0.7661621570587158, 0.8496992588043213, 0.7995820045471191, 0.7609277963638306, 0.74228435754776, 0.792117714881897, 0.7589911818504333, 0.772436261177063, 0.7615542411804199, 0.7696460485458374, 0.7566673755645752, 0.7622489333152771, 0.7639105916023254, 0.9516444802284241, 0.8343150615692139, 0.760623574256897, 0.6965909004211426, 0.8082171678543091, 0.75003981590271, 0.8833088874816895, 0.8135149478912354, 0.7571448087692261, 0.7406530976295471, 0.7524458765983582, 0.693621039390564, 0.8138661980628967, 0.7347537279129028, 0.7671424150466919, 0.7491907477378845, 0.7325494885444641, 0.786842942237854, 0.8386099934577942, 0.7859474420547485, 0.7616018056869507, 0.7449265718460083, 0.8203964233398438, 0.7701459527015686, 0.8328430652618408, 0.7881439924240112, 0.7301276922225952, 0.7599779367446899, 0.7956489324569702, 0.7727609872817993, 0.7918090224266052, 0.8003079295158386, 0.7798366546630859, 0.8133332133293152, 0.7589227557182312, 0.7166321277618408, 0.732025146484375, 0.8833311200141907, 0.7530245780944824, 0.7739052176475525, 0.792347252368927, 0.7670448422431946, 0.7548301219940186, 0.7564085721969604, 0.8639262318611145, 0.7799568176269531, 0.7485564947128296, 0.7705987095832825, 0.7892122268676758, 0.7885010242462158, 0.7529109716415405, 0.8502455949783325, 0.7711711525917053, 0.7693793773651123, 0.7622219324111938, 0.7663059234619141, 0.7793508768081665, 0.8267497420310974, 0.7453335523605347, 0.7484151721000671, 0.7658710479736328, 0.753994345664978, 0.808343231678009, 0.7680887579917908, 0.7500392198562622, 0.8320600390434265, 0.8207495212554932, 0.7308518886566162, 0.7630987167358398]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
4,"[0.8044257164001465, 0.8089205026626587, 0.8333145380020142, 0.8010905981063843, 0.8151794075965881, 0.817400336265564, 0.8710787296295166, 0.81008380651474, 0.8180224299430847, 0.7956303954124451, 0.8088676929473877, 0.818182110786438, 0.8737103939056396, 0.8274833559989929, 0.8332110047340393, 0.7699884176254272, 0.8160637617111206, 0.87677401304245, 0.9038774967193604, 0.8157529830932617, 0.8709792494773865, 0.8706007599830627, 0.8595607280731201, 0.8277352452278137, 0.8276098966598511, 0.8192425966262817, 0.835904598236084, 0.8839195966720581, 0.8085306286811829, 0.8611510992050171, 0.8393252491950989, 0.7865532636642456, 0.8289679288864136, 0.8045318722724915, 0.8542473316192627, 0.8272050619125366, 0.7875542640686035, 0.8320931196212769, 0.8479780554771423, 0.9140695929527283, 0.828497588634491, 0.7981232404708862, 0.8169007301330566, 0.7573730945587158, 0.8628023862838745, 0.8368362188339233, 0.7823790907859802, 0.815798819065094, 0.8362698554992676, 0.8769206404685974, 0.7991165518760681, 0.8303508162498474, 0.8835508227348328, 0.8055419921875, 0.8611584901809692, 0.8601471185684204, 0.8081173896789551, 0.7853883504867554, 0.8745188117027283, 0.8109517097473145, 0.8463685512542725, 0.8180530071258545, 0.8056010603904724, 0.8376811742782593, 0.8184370994567871, 0.8290514945983887, 0.9617881774902344, 0.8680242300033569, 0.8041731715202332, 0.7745856046676636, 0.8499221801757812, 0.8226765394210815, 0.9416422843933105, 0.8578323125839233, 0.8173364996910095, 0.8358354568481445, 0.8249242901802063, 0.7747646570205688, 0.8624202013015747, 0.7687587141990662, 0.837317168712616, 0.8381655216217041, 0.7805057168006897, 0.8193122148513794, 0.9618015289306641, 0.8299243450164795, 0.8060927391052246, 0.787173867225647, 0.9171943664550781, 0.8437574505805969, 0.8662666082382202, 0.8209295272827148, 0.7957538366317749, 0.8291484117507935, 0.8353992104530334, 0.8169263601303101, 0.8461881875991821, 0.8402550220489502, 0.805976390838623, 0.8719242811203003, 0.8310655355453491, 0.8142963647842407, 0.7918300032615662, 0.8877356052398682, 0.8059183359146118, 0.8091901540756226, 0.8398820161819458, 0.8905658721923828, 0.8216162919998169, 0.8127614259719849, 0.9035998582839966, 0.8289458751678467, 0.8510679006576538, 0.8044094443321228, 0.8595508337020874, 0.8581305742263794, 0.8169956803321838, 0.85011225938797, 0.8342142105102539, 0.804566502571106, 0.8345853090286255, 0.8333266377449036, 0.8247007727622986, 0.8573092222213745, 0.7904127836227417, 0.8057209253311157, 0.817255437374115, 0.8136512041091919, 0.8143247365951538, 0.8406336307525635, 0.8044816255569458, 0.8594651222229004, 0.8590610027313232, 0.812114953994751, 0.8057684898376465]","[0.8074177503585815, 0.8118865489959717, 0.8564477562904358, 0.8147627115249634, 0.8098781704902649, 0.850031852722168, 0.8393783569335938, 0.8060430884361267, 0.8173859119415283, 0.8077658414840698, 0.8028050065040588, 0.8101032376289368, 0.8714890480041504, 0.8558676838874817, 0.8265537619590759, 0.7953910827636719, 0.8211827278137207, 0.8431400060653687, 0.8690646290779114, 0.8204964995384216, 0.8703523278236389, 0.8496374487876892, 0.8569833636283875, 0.8303795456886292, 0.804474949836731, 0.8633173704147339, 0.8232315182685852, 0.8573919534683228, 0.791412353515625, 0.8234738111495972, 0.8084180355072021, 0.8000669479370117, 0.8336073160171509, 0.8183996677398682, 0.8884227275848389, 0.8065913915634155, 0.7812010645866394, 0.841528058052063, 0.8476388454437256, 0.8593832850456238, 0.8237046003341675, 0.8031404614448547, 0.7950579524040222, 0.7849987745285034, 0.8973172903060913, 0.8445992469787598, 0.818596363067627, 0.8189540505409241, 0.8427483439445496, 0.8402425050735474, 0.8307496309280396, 0.827409029006958, 0.8533700108528137, 0.8116177916526794, 0.8783811330795288, 0.8459354639053345, 0.8062118291854858, 0.7995225191116333, 0.8356620073318481, 0.8196984529495239, 0.8164792060852051, 0.8038874864578247, 0.8112579584121704, 0.8041234612464905, 0.8048449158668518, 0.813636302947998, 0.9617881774902344, 0.8605445027351379, 0.8105775713920593, 0.7586939334869385, 0.8481749892234802, 0.8035650253295898, 0.9063853025436401, 0.8466820120811462, 0.8162323832511902, 0.8041070699691772, 0.8032606244087219, 0.7794283628463745, 0.8515761494636536, 0.7870923280715942, 0.8093573451042175, 0.8103357553482056, 0.7840011119842529, 0.8269481062889099, 0.8675014972686768, 0.8296549320220947, 0.804886519908905, 0.7993667125701904, 0.8624144792556763, 0.8122478127479553, 0.8640428185462952, 0.8420383930206299, 0.785000205039978, 0.8016991019248962, 0.8384417295455933, 0.8178822994232178, 0.8263866305351257, 0.8396178483963013, 0.8155573606491089, 0.8489468097686768, 0.8067399263381958, 0.7814404368400574, 0.7891163229942322, 0.9084605574607849, 0.8077822923660278, 0.8094484806060791, 0.8310274481773376, 0.8177416324615479, 0.8089860677719116, 0.8119785785675049, 0.891005277633667, 0.8288020491600037, 0.7996224164962769, 0.8203333616256714, 0.8350397348403931, 0.8264336585998535, 0.7957342863082886, 0.8750457763671875, 0.819654643535614, 0.8227334022521973, 0.806538462638855, 0.8140180110931396, 0.8238992094993591, 0.8629147410392761, 0.8021690249443054, 0.7897602319717407, 0.8082228899002075, 0.8182145357131958, 0.8452852964401245, 0.8184089660644531, 0.807498574256897, 0.8680047988891602, 0.8521011471748352, 0.791233479976654, 0.813636302947998]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
