layer,precision,recall,fnames
1,"[0.4091411232948303, 0.4817696213722229, 0.4898495078086853, 0.42378324270248413, 0.508164644241333, 0.47226816415786743, 0.4701710343360901, 0.39898407459259033, 0.4405670762062073, 0.4250253736972809, 0.45769715309143066, 0.6922281384468079, 0.46049273014068604, 0.535224437713623, 0.5393438339233398, 0.4026219844818115, 0.48998895287513733, 0.5216110944747925, 0.3720993995666504, 0.5441187024116516, 0.4125820994377136, 0.4011635184288025, 0.6005669832229614, 0.4080280661582947, 0.4716148376464844, 0.45120638608932495, 0.6079820990562439, 0.6004557013511658, 0.4084196090698242, 0.43456780910491943, 0.41110503673553467, 0.408240407705307, 0.5039608478546143, 0.43977445363998413, 0.4499090611934662, 0.46453914046287537, 0.3375455141067505, 0.4713418781757355, 0.5103929042816162, 0.47570449113845825, 0.49058353900909424, 0.4414786100387573, 0.405622273683548, 0.438381552696228, 0.4813148081302643, 0.5458208322525024, 0.3322765827178955, 0.5055732727050781, 0.47202247381210327, 0.4370935559272766, 0.35377025604248047, 0.4542910158634186, 0.4733031392097473, 0.4101952314376831, 0.5145938396453857, 0.5683791637420654, 0.6976569890975952, 0.5276542901992798, 0.44632914662361145, 0.46264123916625977, 0.6428380012512207, 0.40546905994415283, 0.5767769813537598, 0.48595261573791504, 0.41788607835769653, 0.857487678527832, 0.459817498922348, 0.3799227178096771, 0.4955862760543823, 0.37310802936553955, 0.38920292258262634, 0.405342161655426, 0.7128982543945312, 0.4902183413505554, 0.38099753856658936, 0.3620219826698303, 0.4463227391242981, 0.4414505362510681, 0.4923669099807739, 0.3621642291545868, 0.5029542446136475, 0.4384652078151703, 0.408735990524292, 0.5134685039520264, 0.3853640556335449, 0.40863537788391113, 0.4520576596260071, 0.4116496443748474, 0.7006584405899048, 0.4301806390285492, 0.5253843069076538, 0.5131405591964722, 0.4650649130344391, 0.4790494441986084, 0.368434339761734, 0.43228232860565186, 0.5006541609764099, 0.41903921961784363, 0.3246151804924011, 0.5638588070869446, 0.49201279878616333, 0.5105270147323608, 0.4108372926712036, 0.775405764579773, 0.4522445499897003, 0.42682990431785583, 0.5883380174636841, 0.5131253004074097, 0.4823502004146576, 0.44260138273239136, 0.39735257625579834, 0.506933867931366, 0.4393036365509033, 0.41663795709609985, 0.4388229250907898, 0.5481007099151611, 0.41699349880218506, 0.46510398387908936, 0.3829435408115387, 0.5043705701828003, 0.4738699197769165, 0.4367554783821106, 0.5097293257713318, 0.4499964118003845, 0.3540598750114441, 0.40106117725372314, 0.45882657170295715, 0.5276541709899902, 0.4718601703643799, 0.6052614450454712, 0.4444138705730438, 0.4354516863822937, 0.5488930344581604, 0.4194051921367645, 0.5187225341796875]","[0.409864604473114, 0.5438845157623291, 0.6783696413040161, 0.5194234848022461, 0.5371819138526917, 0.6335499882698059, 0.544819712638855, 0.5097298622131348, 0.5139102935791016, 0.44450029730796814, 0.5054847002029419, 0.7379027009010315, 0.5085455179214478, 0.39415526390075684, 0.595779299736023, 0.39739811420440674, 0.6657418012619019, 0.6269299387931824, 0.439704954624176, 0.5888540744781494, 0.425647497177124, 0.44243860244750977, 0.6130357980728149, 0.44370412826538086, 0.5618405342102051, 0.578993022441864, 0.587575376033783, 0.6392168998718262, 0.41974934935569763, 0.4727724492549896, 0.4272806644439697, 0.5185539722442627, 0.5994350910186768, 0.5041520595550537, 0.5651687979698181, 0.5290005207061768, 0.40973126888275146, 0.5620794296264648, 0.5963401198387146, 0.5314991474151611, 0.5732871294021606, 0.5197160243988037, 0.4493544101715088, 0.4227673411369324, 0.7350158095359802, 0.6529039740562439, 0.4658660292625427, 0.5332770347595215, 0.5764495134353638, 0.45219722390174866, 0.4435286223888397, 0.5360857248306274, 0.5196124911308289, 0.497634619474411, 0.804732620716095, 0.6190783977508545, 0.9916743040084839, 0.8473562002182007, 0.4293227195739746, 0.5005148649215698, 0.6857590079307556, 0.47651854157447815, 0.7335704565048218, 0.4354926347732544, 0.476765513420105, 0.7856072187423706, 0.843336284160614, 0.485017329454422, 0.6257979869842529, 0.4103493094444275, 0.4550735652446747, 0.41755303740501404, 0.8435089588165283, 0.6175726652145386, 0.44640764594078064, 0.4149596095085144, 0.43417876958847046, 0.40989890694618225, 0.5458225011825562, 0.3298652768135071, 0.56819748878479, 0.4693869948387146, 0.47484204173088074, 0.6532712578773499, 0.4372263550758362, 0.5057561993598938, 0.5834609866142273, 0.41356486082077026, 0.7912490367889404, 0.48901593685150146, 0.6633285880088806, 0.5654948353767395, 0.473227322101593, 0.486980140209198, 0.43970179557800293, 0.45319798588752747, 0.6851043105125427, 0.457406610250473, 0.41534435749053955, 0.5265402793884277, 0.48730117082595825, 0.45315027236938477, 0.4349122941493988, 0.8737438917160034, 0.4582705497741699, 0.4603912830352783, 0.7685952186584473, 0.4725479185581207, 0.5297215580940247, 0.4267422556877136, 0.4747285842895508, 0.5611066818237305, 0.446926087141037, 0.4585210084915161, 0.4784447252750397, 0.5874367356300354, 0.4681032598018646, 0.5264713764190674, 0.44258198142051697, 0.5849471092224121, 0.4192020297050476, 0.4462623596191406, 0.6240221261978149, 0.5714089870452881, 0.4283381700515747, 0.4386061429977417, 0.427720308303833, 0.5509578585624695, 0.5440736413002014, 0.80464768409729, 0.548753023147583, 0.626477837562561, 0.7303346991539001, 0.38892585039138794, 0.5471917986869812]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
2,"[0.4274533987045288, 0.5063884258270264, 0.4942905902862549, 0.43163323402404785, 0.5258065462112427, 0.49821361899375916, 0.47809135913848877, 0.40727657079696655, 0.4411402642726898, 0.43748030066490173, 0.4699333906173706, 0.7009996175765991, 0.46354353427886963, 0.5403274297714233, 0.5424058437347412, 0.3982592225074768, 0.507149338722229, 0.5226522088050842, 0.3993183374404907, 0.5489259958267212, 0.4428342878818512, 0.4318799674510956, 0.6113101243972778, 0.422577828168869, 0.4884653091430664, 0.47203245759010315, 0.6067781448364258, 0.6013050079345703, 0.43730148673057556, 0.45511072874069214, 0.4274759590625763, 0.43241772055625916, 0.517437219619751, 0.46194225549697876, 0.46895959973335266, 0.48780199885368347, 0.37808412313461304, 0.46821069717407227, 0.5215645432472229, 0.49060577154159546, 0.49687886238098145, 0.4567455053329468, 0.4270322322845459, 0.4538801312446594, 0.5203480124473572, 0.5520550608634949, 0.36144548654556274, 0.5099724531173706, 0.48775410652160645, 0.448636531829834, 0.3729952871799469, 0.477992981672287, 0.4837058186531067, 0.4365260899066925, 0.5425761938095093, 0.580668568611145, 0.7010112404823303, 0.5501198768615723, 0.4592821002006531, 0.47998136281967163, 0.6498973369598389, 0.43556034564971924, 0.5808325409889221, 0.48640504479408264, 0.42624855041503906, 0.8607233166694641, 0.4652412235736847, 0.4016217589378357, 0.5031150579452515, 0.3982854187488556, 0.4177289605140686, 0.4224421977996826, 0.7332086563110352, 0.5109704732894897, 0.4142240285873413, 0.3906737267971039, 0.46691566705703735, 0.4547872543334961, 0.5058397054672241, 0.39067691564559937, 0.5050449967384338, 0.46904948353767395, 0.4425090551376343, 0.5299091935157776, 0.40774959325790405, 0.4350059926509857, 0.487345814704895, 0.44410842657089233, 0.7122481465339661, 0.44786226749420166, 0.5430238246917725, 0.5242490768432617, 0.4637499153614044, 0.4853458106517792, 0.40598565340042114, 0.4498102068901062, 0.522178053855896, 0.42155057191848755, 0.3618435263633728, 0.5691030621528625, 0.5093724131584167, 0.520871639251709, 0.42105454206466675, 0.7772185206413269, 0.4633976221084595, 0.4206112027168274, 0.6002449989318848, 0.5185871720314026, 0.5029763579368591, 0.45462414622306824, 0.4190864562988281, 0.5188462734222412, 0.4514433741569519, 0.44249987602233887, 0.44912201166152954, 0.5536984205245972, 0.429107666015625, 0.47514453530311584, 0.39932525157928467, 0.5167763233184814, 0.4827628433704376, 0.4534482955932617, 0.5241451263427734, 0.463157594203949, 0.37562835216522217, 0.4236956834793091, 0.480224609375, 0.5447409152984619, 0.4800664782524109, 0.6204479932785034, 0.47325682640075684, 0.4498864412307739, 0.5588294267654419, 0.4425632953643799, 0.5480188727378845]","[0.43369144201278687, 0.5642893314361572, 0.6875998377799988, 0.5103704929351807, 0.547163188457489, 0.6562604308128357, 0.5400210618972778, 0.5055006742477417, 0.5095590949058533, 0.45018473267555237, 0.5384839773178101, 0.7442728877067566, 0.5048577785491943, 0.42486605048179626, 0.6076080203056335, 0.4140506982803345, 0.6617214679718018, 0.6160649061203003, 0.44847267866134644, 0.5966285467147827, 0.4456314742565155, 0.46221286058425903, 0.6163281202316284, 0.45506542921066284, 0.5793920755386353, 0.5745089650154114, 0.6029374599456787, 0.6420446634292603, 0.44787701964378357, 0.49035483598709106, 0.4449968934059143, 0.5405121445655823, 0.6038733124732971, 0.4951822757720947, 0.575136661529541, 0.5427689552307129, 0.4388481378555298, 0.5328326225280762, 0.5955098271369934, 0.5460216403007507, 0.5647677183151245, 0.5287867188453674, 0.46329110860824585, 0.4354178309440613, 0.7502473592758179, 0.6561373472213745, 0.4576314091682434, 0.5407523512840271, 0.5834918022155762, 0.4487154185771942, 0.4575318992137909, 0.546721339225769, 0.5240413546562195, 0.5057621002197266, 0.8022730350494385, 0.6330430507659912, 0.9885545969009399, 0.8467210531234741, 0.4451192021369934, 0.5168761014938354, 0.6913654804229736, 0.4855431318283081, 0.7252601385116577, 0.4483913779258728, 0.47840362787246704, 0.7878385782241821, 0.8447021245956421, 0.49579548835754395, 0.6369279623031616, 0.426302433013916, 0.4770646095275879, 0.4305289685726166, 0.8547781109809875, 0.6273659467697144, 0.4825895428657532, 0.42777931690216064, 0.45387643575668335, 0.43593931198120117, 0.5501261949539185, 0.37411221861839294, 0.567955732345581, 0.49260565638542175, 0.5042415857315063, 0.640156626701355, 0.45860275626182556, 0.5166106820106506, 0.6066884398460388, 0.4326532483100891, 0.8081556558609009, 0.5116801261901855, 0.6653151512145996, 0.5666216611862183, 0.4886864125728607, 0.49136531352996826, 0.4591231048107147, 0.48713219165802, 0.6938097476959229, 0.45569533109664917, 0.43996578454971313, 0.5421758890151978, 0.5163941383361816, 0.48579221963882446, 0.4447751045227051, 0.8823890686035156, 0.48946070671081543, 0.4543454945087433, 0.7771843075752258, 0.49213066697120667, 0.5565662384033203, 0.4365045726299286, 0.4750867187976837, 0.570549488067627, 0.4520817995071411, 0.4804656505584717, 0.4898969531059265, 0.6099751591682434, 0.47180530428886414, 0.5314270257949829, 0.47204968333244324, 0.5835272073745728, 0.4467214345932007, 0.46103110909461975, 0.6320934891700745, 0.5698443651199341, 0.4308527112007141, 0.46159178018569946, 0.45654773712158203, 0.5787541270256042, 0.5481705069541931, 0.8086960911750793, 0.562138557434082, 0.6348292827606201, 0.7169522047042847, 0.4117785692214966, 0.561892032623291]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
3,"[0.3970622718334198, 0.49159473180770874, 0.47231435775756836, 0.3837292790412903, 0.49256792664527893, 0.47897791862487793, 0.44462794065475464, 0.3733441233634949, 0.4020814299583435, 0.40557798743247986, 0.43171262741088867, 0.6780509948730469, 0.4249838590621948, 0.5288731455802917, 0.5011657476425171, 0.3645224869251251, 0.4916151165962219, 0.4722130000591278, 0.3633907437324524, 0.52867591381073, 0.4060443341732025, 0.40853607654571533, 0.6003261804580688, 0.3828809857368469, 0.46089303493499756, 0.43188315629959106, 0.5820279121398926, 0.5692929029464722, 0.39207223057746887, 0.4282326102256775, 0.3878282308578491, 0.3924087882041931, 0.4764292240142822, 0.42940425872802734, 0.44023650884628296, 0.46313533186912537, 0.34972459077835083, 0.4235256612300873, 0.5013232231140137, 0.4576142132282257, 0.47562649846076965, 0.4320697784423828, 0.4027593433856964, 0.412422239780426, 0.5005368590354919, 0.5333524346351624, 0.3292085528373718, 0.47828736901283264, 0.45325714349746704, 0.4038422405719757, 0.3313024938106537, 0.44768279790878296, 0.4485982358455658, 0.4137774705886841, 0.5215910077095032, 0.5659900307655334, 0.6764882206916809, 0.5331745743751526, 0.4270280599594116, 0.43689796328544617, 0.6250602006912231, 0.4115053713321686, 0.5581527948379517, 0.45775505900382996, 0.38649821281433105, 0.8477269411087036, 0.40947428345680237, 0.36606365442276, 0.4803628921508789, 0.3619841933250427, 0.39352139830589294, 0.38671520352363586, 0.7229084968566895, 0.48604077100753784, 0.38296008110046387, 0.36461204290390015, 0.4342454671859741, 0.4705301523208618, 0.48326748609542847, 0.34878009557724, 0.4724108576774597, 0.4799278676509857, 0.43162283301353455, 0.49666908383369446, 0.3871876001358032, 0.411154568195343, 0.46187376976013184, 0.40982338786125183, 0.6960708498954773, 0.4239323139190674, 0.5257551670074463, 0.4932197034358978, 0.40602919459342957, 0.4459039568901062, 0.37107568979263306, 0.40769141912460327, 0.48871850967407227, 0.39319702982902527, 0.34160420298576355, 0.5295907258987427, 0.5169155597686768, 0.5242778062820435, 0.374065101146698, 0.7560707330703735, 0.4282846748828888, 0.35555994510650635, 0.576208233833313, 0.48838722705841064, 0.48269373178482056, 0.4170726537704468, 0.3809433579444885, 0.4811810553073883, 0.41221320629119873, 0.41912516951560974, 0.407231867313385, 0.517639696598053, 0.38921988010406494, 0.42283517122268677, 0.3676864504814148, 0.4966432452201843, 0.4651377201080322, 0.4152839183807373, 0.5051231384277344, 0.4320255517959595, 0.3355787992477417, 0.39114248752593994, 0.4546489417552948, 0.5608667135238647, 0.44973719120025635, 0.6001652479171753, 0.4486232399940491, 0.41989201307296753, 0.5260307788848877, 0.40150678157806396, 0.5261896848678589]","[0.4129272699356079, 0.5573149919509888, 0.6631503701210022, 0.45778724551200867, 0.5101834535598755, 0.6473066806793213, 0.48791471123695374, 0.46221473813056946, 0.4534895420074463, 0.4153847098350525, 0.5154283046722412, 0.7295224070549011, 0.46294164657592773, 0.4415775537490845, 0.5841865539550781, 0.3777296245098114, 0.6472460031509399, 0.5683781504631042, 0.4038601517677307, 0.5764961242675781, 0.42892730236053467, 0.4375118911266327, 0.6055727601051331, 0.4121704697608948, 0.5597093105316162, 0.5199116468429565, 0.5828049778938293, 0.6180618405342102, 0.4188110828399658, 0.47396063804626465, 0.4134199023246765, 0.5022804141044617, 0.5832149386405945, 0.45286285877227783, 0.5470516681671143, 0.5189966559410095, 0.4326087534427643, 0.47519832849502563, 0.5844091176986694, 0.5180677175521851, 0.5423760414123535, 0.49719128012657166, 0.44139009714126587, 0.4012218117713928, 0.7361276745796204, 0.6245893239974976, 0.42325615882873535, 0.5134782791137695, 0.5506366491317749, 0.40524977445602417, 0.4068219065666199, 0.5120636224746704, 0.4936959743499756, 0.4760279059410095, 0.7732052206993103, 0.6123738288879395, 0.9812633991241455, 0.8404611945152283, 0.4240015745162964, 0.48284316062927246, 0.674875020980835, 0.46701204776763916, 0.700204610824585, 0.42637544870376587, 0.44697970151901245, 0.7743415236473083, 0.8428853154182434, 0.45562225580215454, 0.5991087555885315, 0.4013550281524658, 0.4584282636642456, 0.38830339908599854, 0.8432199954986572, 0.6084555983543396, 0.46520254015922546, 0.4112228751182556, 0.43678969144821167, 0.4636785686016083, 0.5233675837516785, 0.3582207262516022, 0.5408638119697571, 0.5072526335716248, 0.49225521087646484, 0.6068316698074341, 0.4369964599609375, 0.4981169104576111, 0.5840898752212524, 0.4084441065788269, 0.8017396330833435, 0.4863854646682739, 0.6363029479980469, 0.5404300093650818, 0.4556935429573059, 0.45115363597869873, 0.4325737953186035, 0.4504399299621582, 0.6583689451217651, 0.42765921354293823, 0.4288563132286072, 0.5166059732437134, 0.5340163707733154, 0.511433482170105, 0.40472784638404846, 0.8735737800598145, 0.459838330745697, 0.4029046297073364, 0.7536920309066772, 0.46993139386177063, 0.548406183719635, 0.4112616181373596, 0.425844669342041, 0.5305821895599365, 0.4161164164543152, 0.44968533515930176, 0.45920121669769287, 0.5888804793357849, 0.43934667110443115, 0.489393413066864, 0.4430493414402008, 0.5668661594390869, 0.4197956323623657, 0.4301646947860718, 0.6173074245452881, 0.5477845668792725, 0.37973177433013916, 0.43450024724006653, 0.4416404664516449, 0.6059573888778687, 0.5058671236038208, 0.7867671847343445, 0.5330561399459839, 0.6260837912559509, 0.6898168325424194, 0.38902050256729126, 0.5451977252960205]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
4,"[0.3949526846408844, 0.49500617384910583, 0.47238290309906006, 0.38579750061035156, 0.48238426446914673, 0.49720755219459534, 0.4431242346763611, 0.3734551668167114, 0.39449557662010193, 0.40737128257751465, 0.43740320205688477, 0.675626277923584, 0.4065123200416565, 0.5381717681884766, 0.49583274126052856, 0.3640555143356323, 0.5153151154518127, 0.4617142975330353, 0.36747705936431885, 0.5312938690185547, 0.4187661409378052, 0.4276014268398285, 0.5961006879806519, 0.3889991044998169, 0.46442216634750366, 0.428494393825531, 0.5778200626373291, 0.5693277716636658, 0.392419695854187, 0.4356762170791626, 0.3909950852394104, 0.3907301127910614, 0.47331702709198, 0.4403401017189026, 0.446181058883667, 0.45795607566833496, 0.3663187623023987, 0.4076375663280487, 0.5342532992362976, 0.47230908274650574, 0.48308002948760986, 0.4408767819404602, 0.41272473335266113, 0.40309661626815796, 0.5159397125244141, 0.5422163605690002, 0.3356519341468811, 0.47707638144493103, 0.4547327160835266, 0.3979073762893677, 0.34214141964912415, 0.455366849899292, 0.4454141855239868, 0.41810140013694763, 0.5365118384361267, 0.5815947651863098, 0.6766141057014465, 0.5473647117614746, 0.41737931966781616, 0.43849632143974304, 0.6260928511619568, 0.41083773970603943, 0.570484459400177, 0.45204564929008484, 0.40266355872154236, 0.8450506925582886, 0.408753901720047, 0.3679652810096741, 0.47289738059043884, 0.3605749011039734, 0.398446261882782, 0.3782479166984558, 0.7376892566680908, 0.4912949204444885, 0.4036509692668915, 0.38087308406829834, 0.4507918953895569, 0.4801487922668457, 0.4853222370147705, 0.3619017004966736, 0.4806976914405823, 0.5047445297241211, 0.4542829692363739, 0.5110095739364624, 0.3967556059360504, 0.4375833570957184, 0.47529447078704834, 0.4139009118080139, 0.698654294013977, 0.4402112364768982, 0.515440821647644, 0.5023704171180725, 0.40424981713294983, 0.4284568130970001, 0.37938252091407776, 0.3942270278930664, 0.5064637660980225, 0.399635374546051, 0.3693520128726959, 0.5229517221450806, 0.5410128831863403, 0.5300837159156799, 0.3727602958679199, 0.7443332672119141, 0.43673646450042725, 0.3489631414413452, 0.5782932043075562, 0.47673413157463074, 0.4994502067565918, 0.4172666072845459, 0.38632887601852417, 0.4884074330329895, 0.41177964210510254, 0.42190390825271606, 0.4177131652832031, 0.5125944018363953, 0.4128302335739136, 0.4164898991584778, 0.3810897469520569, 0.5009680390357971, 0.4633394479751587, 0.4126809239387512, 0.5110898017883301, 0.4410773515701294, 0.3325631320476532, 0.39032095670700073, 0.4595714211463928, 0.5816662311553955, 0.45321255922317505, 0.6056193709373474, 0.4737037420272827, 0.4279414713382721, 0.5295127630233765, 0.3967164158821106, 0.561170220375061]","[0.4150623679161072, 0.5673156976699829, 0.65790855884552, 0.4545326828956604, 0.49988192319869995, 0.668807864189148, 0.4797878861427307, 0.4478631913661957, 0.4411403238773346, 0.4094705581665039, 0.5189124345779419, 0.7374631762504578, 0.4515167474746704, 0.4693485498428345, 0.5884723663330078, 0.3700323700904846, 0.6670206785202026, 0.5433085560798645, 0.3937475383281708, 0.5768228769302368, 0.4430605173110962, 0.45331627130508423, 0.592460036277771, 0.4059675931930542, 0.5655396580696106, 0.5035699009895325, 0.5856044292449951, 0.6182365417480469, 0.4174403250217438, 0.4653884172439575, 0.4152034521102905, 0.49666500091552734, 0.588507354259491, 0.45636987686157227, 0.549135684967041, 0.5141143798828125, 0.4727349281311035, 0.46259605884552, 0.6034197807312012, 0.5324739813804626, 0.5414758324623108, 0.4923572242259979, 0.4511040151119232, 0.3972676992416382, 0.7275058031082153, 0.6306962370872498, 0.40418219566345215, 0.5054031014442444, 0.5490767955780029, 0.4011613726615906, 0.41493064165115356, 0.5090140104293823, 0.499611496925354, 0.46778225898742676, 0.7768051624298096, 0.6159009337425232, 0.9758709669113159, 0.8353305459022522, 0.4161716103553772, 0.4903492331504822, 0.6840628385543823, 0.4609546661376953, 0.7072219252586365, 0.42033129930496216, 0.45631155371665955, 0.7712202668190002, 0.829266369342804, 0.4544834494590759, 0.5854810476303101, 0.39257869124412537, 0.46659719944000244, 0.4018765985965729, 0.8521118760108948, 0.6017299890518188, 0.4948517680168152, 0.4196959137916565, 0.45448392629623413, 0.49110379815101624, 0.517632246017456, 0.3859322965145111, 0.5353500843048096, 0.5349061489105225, 0.5005477666854858, 0.6034287214279175, 0.4270714819431305, 0.5308189392089844, 0.5936341285705566, 0.4231743812561035, 0.811668336391449, 0.488605260848999, 0.6280056238174438, 0.5456347465515137, 0.463644415140152, 0.4333610534667969, 0.44482719898223877, 0.4415048062801361, 0.6576122045516968, 0.420982301235199, 0.44749927520751953, 0.522064745426178, 0.5571171045303345, 0.5354918837547302, 0.4034130573272705, 0.870252251625061, 0.4726182222366333, 0.3812786936759949, 0.7473883032798767, 0.47453129291534424, 0.5604757070541382, 0.42060619592666626, 0.4315331280231476, 0.530499279499054, 0.4179549217224121, 0.44453829526901245, 0.46323537826538086, 0.5773271322250366, 0.43942081928253174, 0.4865165948867798, 0.4542107582092285, 0.5609508156776428, 0.41781216859817505, 0.43783852458000183, 0.6298805475234985, 0.5476179718971252, 0.38019853830337524, 0.4295331835746765, 0.45258861780166626, 0.6256924867630005, 0.49720752239227295, 0.7847557663917542, 0.5462201237678528, 0.6186439990997314, 0.6757320761680603, 0.391410768032074, 0.5849133729934692]","['8140', '10635', '3490', '8455', '11399', '6038', '13597', '12687', '9979', '1505', '11578', '10556', '727', '1251', '4146', '5858', '7443', '9565', '6153', '3137', '9041', '9928', '10119', '9327', '1481', '1578', '10828', '8503', '1928', '4928', '7178', '8733', '11680', '866', '2528', '6793', '11068', '10528', '11377', '2739', '6256', '4421', '7001', '1278', '824', '9534', '10449', '13530', '414', '9057', '1209', '1483', '9423', '8722', '6743', '1034', '8928', '7411', '9092', '7827', '13079', '17', '11495', '4116', '4789', '12323', '3559', '1551', '7635', '6533', '8504', '9231', '8960', '7997', '4173', '11413', '5197', '1030', '3575', '2127', '10697', '12570', '561', '5131', '2369', '5124', '926', '463', '2891', '9724', '1248', '13808', '6220', '11519', '4820', '3748', '7629', '2017', '1561', '5356', '11655', '13280', '619', '7465', '5656', '11692', '11591', '734', '2151', '9689', '84', '7242', '2930', '3466', '7347', '10149', '12179', '7173', '9224', '5923', '117', '9621', '7145', '12303', '11746', '5640', '9646', '8851', '992', '5071', '5018', '6109', '604', '2231', '10793']"
