layer,precision,recall
1,"[0.5048400163650513, 0.8082786202430725, 0.3397143483161926, 0.48033174872398376, 0.5442094802856445, 0.5367281436920166, 0.7929426431655884, 0.42180395126342773, 0.4718005657196045, 0.4887745976448059, 0.9260444641113281, 0.6558603644371033, 0.6272861361503601, 0.6126221418380737, 0.5387058258056641, 0.7079507112503052, 0.680388331413269, 0.621968686580658, 0.3870948553085327, 0.6231040358543396, 0.4127345681190491, 0.5952316522598267, 0.5756720304489136, 0.6790834665298462, 0.7607903480529785, 0.40965449810028076, 0.6596009731292725, 0.5188289880752563, 0.5300622582435608, 0.5153579711914062, 0.44642022252082825, 0.6080301403999329, 0.790008544921875, 0.5554229021072388, 0.9041356444358826, 0.760273814201355, 0.36642616987228394, 0.6796942353248596, 0.6425186395645142, 0.8058280944824219, 0.47855353355407715, 0.47328558564186096, 0.6974042654037476, 0.4825882613658905, 0.8189473748207092, 0.40507394075393677, 0.5918172597885132, 0.8016391396522522, 0.9171265363693237, 0.5151786804199219, 0.9636589288711548, 0.5100622177124023, 0.9926422238349915, 0.9168708324432373, 0.4419283866882324, 0.4916212856769562, 0.7319622039794922, 0.744168221950531, 0.8562362194061279, 0.5746657848358154, 0.6962950229644775, 0.9333173036575317, 0.7029792070388794, 0.689432680606842, 0.4497378170490265, 0.43053439259529114, 0.623403787612915, 0.45516833662986755, 0.5406568050384521, 0.3679674565792084, 0.4542456567287445, 0.49442705512046814, 0.47457435727119446, 0.3895859122276306, 0.8287286758422852, 0.7624395489692688, 0.3673960566520691, 0.29958611726760864, 0.750413179397583, 0.5168579816818237, 0.9809306859970093, 0.47910696268081665, 0.3230208158493042, 0.4913600981235504, 0.6074272990226746, 0.6498375535011292, 0.5107249021530151, 0.6674026846885681, 0.2899739742279053, 0.8155150413513184, 0.577043890953064, 0.43495580554008484, 0.6982755661010742, 0.6362300515174866, 0.8994964361190796, 0.7598745226860046, 0.6213386058807373, 0.5509541630744934, 0.7005730867385864, 0.633873701095581, 0.9358888864517212, 0.7064611315727234, 0.5812800526618958, 0.45907866954803467, 0.8902539014816284, 0.28814634680747986, 0.5509731769561768, 0.4188882112503052, 0.44760197401046753, 0.32874104380607605, 0.857309103012085, 0.536279559135437, 0.6922209858894348, 0.4860478639602661, 0.5215925574302673, 0.7914624810218811, 0.707786500453949, 0.47391894459724426, 0.8667130470275879, 0.7099789977073669, 0.5039732456207275, 0.5607919692993164, 0.7188991904258728, 0.40718504786491394, 0.742538571357727, 0.4307628571987152, 0.5890008211135864, 0.6108033657073975, 0.6337825655937195, 0.577693521976471, 0.5721970796585083, 0.6015712022781372, 0.4615992307662964, 0.47915101051330566, 0.7320200800895691]","[0.48368948698043823, 0.6729791164398193, 0.3707579970359802, 0.47666510939598083, 0.5615779757499695, 0.542656660079956, 0.9950388669967651, 0.6159690618515015, 0.43801021575927734, 0.3653065264225006, 0.8402113318443298, 0.6062031388282776, 0.43617308139801025, 0.547203004360199, 0.4993090033531189, 0.72740638256073, 0.45746728777885437, 0.5860051512718201, 0.3863890767097473, 0.6538482308387756, 0.3483860492706299, 0.4382060468196869, 0.6253036856651306, 0.6878270506858826, 0.8111821413040161, 0.33682388067245483, 0.6469993591308594, 0.4782477021217346, 0.5633060932159424, 0.5505957007408142, 0.3937697410583496, 0.4113789200782776, 0.6003648042678833, 0.5573364496231079, 0.7863179445266724, 0.7232763767242432, 0.335490345954895, 0.6852648854255676, 0.45423126220703125, 0.5949941873550415, 0.5001322031021118, 0.4198145270347595, 0.7144411206245422, 0.45564401149749756, 0.8466418385505676, 0.32814353704452515, 0.493094801902771, 0.5593622922897339, 0.725875973701477, 0.4252516031265259, 0.6424174308776855, 0.4138333201408386, 0.6542472839355469, 0.783539891242981, 0.40603435039520264, 0.49155598878860474, 0.5684690475463867, 0.6973565816879272, 0.6187123656272888, 0.47701558470726013, 0.6625256538391113, 0.5886811017990112, 0.6072952747344971, 0.6655979156494141, 0.4852945804595947, 0.4326139986515045, 0.6475925445556641, 0.548221230506897, 0.5824604034423828, 0.3519190549850464, 0.46709075570106506, 0.5526573061943054, 0.47616124153137207, 0.4058288335800171, 0.5607123970985413, 0.6818820238113403, 0.33256351947784424, 0.3001995086669922, 0.5655233860015869, 0.42645424604415894, 0.9169276356697083, 0.4617459177970886, 0.30823463201522827, 0.3949490189552307, 0.5605039596557617, 0.5637486577033997, 0.5207936763763428, 0.678486704826355, 0.29260337352752686, 0.5350615978240967, 0.5457185506820679, 0.3925095498561859, 0.43006980419158936, 0.6730987429618835, 0.8160532712936401, 0.5624290108680725, 0.5018868446350098, 0.4007105827331543, 0.5387427806854248, 0.509035587310791, 0.8534919619560242, 0.586405873298645, 0.5127180218696594, 0.4855348467826843, 0.6958277821540833, 0.2752986550331116, 0.46024343371391296, 0.39215654134750366, 0.43803977966308594, 0.32790565490722656, 0.6753593683242798, 0.5165913105010986, 0.6415120959281921, 0.47926467657089233, 0.3966801166534424, 0.7275360822677612, 0.6953301429748535, 0.45953255891799927, 0.5618470311164856, 0.7298330664634705, 0.4083465039730072, 0.5725938677787781, 0.6118609309196472, 0.39538848400115967, 0.8425862789154053, 0.4882317781448364, 0.6134442687034607, 0.6080869436264038, 0.4708489775657654, 0.4679201543331146, 0.43921199440956116, 0.5420753955841064, 0.4350331425666809, 0.3930005729198456, 0.6704001426696777]"
2,"[0.5427185893058777, 0.8363684415817261, 0.40578246116638184, 0.5361059904098511, 0.5975319147109985, 0.5708489418029785, 0.8080650568008423, 0.4642726480960846, 0.5155873894691467, 0.5304936766624451, 0.9418197274208069, 0.679070770740509, 0.6615506410598755, 0.6318420171737671, 0.5800894498825073, 0.7221706509590149, 0.713068962097168, 0.6552919745445251, 0.4329507350921631, 0.6538659334182739, 0.45652323961257935, 0.642590343952179, 0.6228342056274414, 0.706348180770874, 0.7905349731445312, 0.4859257638454437, 0.6827386021614075, 0.5661991834640503, 0.5605716705322266, 0.5478613376617432, 0.49769386649131775, 0.6455002427101135, 0.8123906850814819, 0.5855612754821777, 0.9131611585617065, 0.7736955881118774, 0.41903156042099, 0.6968699097633362, 0.6675823926925659, 0.815886378288269, 0.5301346182823181, 0.5167064666748047, 0.7167859673500061, 0.5620411038398743, 0.8352023363113403, 0.4475582242012024, 0.6156375408172607, 0.8174329996109009, 0.9288445711135864, 0.5430397391319275, 0.9642849564552307, 0.5445334315299988, 0.9907957911491394, 0.9271739721298218, 0.4858211278915405, 0.543030858039856, 0.7585741877555847, 0.7624609470367432, 0.8657211065292358, 0.604783296585083, 0.720131516456604, 0.9393800497055054, 0.7263023257255554, 0.7060102224349976, 0.49323561787605286, 0.4737522602081299, 0.650198221206665, 0.5016389489173889, 0.5753446221351624, 0.4258407950401306, 0.5105569958686829, 0.5382798910140991, 0.5186038613319397, 0.45481425523757935, 0.8398303985595703, 0.7803663015365601, 0.44278937578201294, 0.35893845558166504, 0.7663444876670837, 0.5518803000450134, 0.9802505373954773, 0.526393473148346, 0.37403059005737305, 0.5220654606819153, 0.6432264447212219, 0.6665627956390381, 0.5423707962036133, 0.6905969977378845, 0.348605751991272, 0.839249312877655, 0.6061389446258545, 0.47468316555023193, 0.7158963084220886, 0.664817214012146, 0.9047340154647827, 0.7794120907783508, 0.6418437957763672, 0.5905270576477051, 0.7228771448135376, 0.6699715852737427, 0.9427588582038879, 0.7249507308006287, 0.6221626996994019, 0.4974513053894043, 0.8997061252593994, 0.3744571805000305, 0.5859224796295166, 0.4593520760536194, 0.48955637216567993, 0.38197699189186096, 0.8766922950744629, 0.570136547088623, 0.7153519988059998, 0.5424209833145142, 0.5592149496078491, 0.8105920553207397, 0.7314798831939697, 0.5195176601409912, 0.8758151531219482, 0.7286032438278198, 0.5415269136428833, 0.602266252040863, 0.7499703168869019, 0.4612041115760803, 0.7688038349151611, 0.48137152194976807, 0.6238366961479187, 0.6531455516815186, 0.6612858772277832, 0.6054552793502808, 0.6202373504638672, 0.6519052386283875, 0.5012909173965454, 0.5228188037872314, 0.7535055875778198]","[0.523932695388794, 0.6972064971923828, 0.41966670751571655, 0.5247198343276978, 0.5904266834259033, 0.5684002637863159, 0.9914841651916504, 0.6390635371208191, 0.48868897557258606, 0.41957491636276245, 0.8557659387588501, 0.6318221688270569, 0.49971306324005127, 0.5851383209228516, 0.5305846929550171, 0.7469449639320374, 0.5061325430870056, 0.6083476543426514, 0.4339151680469513, 0.6742159724235535, 0.4001386761665344, 0.48701339960098267, 0.6693462133407593, 0.7129812240600586, 0.8231579065322876, 0.39380598068237305, 0.6754621863365173, 0.5230883359909058, 0.5876439809799194, 0.5860602855682373, 0.4579455256462097, 0.46393418312072754, 0.6396933197975159, 0.5962835550308228, 0.806418776512146, 0.7412986755371094, 0.3963167369365692, 0.7135775089263916, 0.5080801248550415, 0.6323649287223816, 0.5364719033241272, 0.4676530957221985, 0.7363824844360352, 0.5082245469093323, 0.8597080707550049, 0.3999967873096466, 0.5274366140365601, 0.6000323295593262, 0.7540499567985535, 0.48021095991134644, 0.6683379411697388, 0.4710980951786041, 0.6823042631149292, 0.8032658696174622, 0.4484315514564514, 0.5357018113136292, 0.6178470849990845, 0.7238532900810242, 0.6522055864334106, 0.5126311779022217, 0.6869721412658691, 0.625056266784668, 0.6341716051101685, 0.6867771744728088, 0.5266179442405701, 0.46710556745529175, 0.6763640642166138, 0.5866782665252686, 0.6187001466751099, 0.40380680561065674, 0.5066999197006226, 0.5968202352523804, 0.5181264281272888, 0.451907217502594, 0.6066131591796875, 0.7113906145095825, 0.3983716666698456, 0.37239816784858704, 0.6027591824531555, 0.46709269285202026, 0.9219921231269836, 0.5038769841194153, 0.38368988037109375, 0.4381781220436096, 0.6071532964706421, 0.5880098938941956, 0.5503324866294861, 0.7132934331893921, 0.3516380786895752, 0.5865931510925293, 0.581453800201416, 0.43443161249160767, 0.475697785615921, 0.6970651149749756, 0.830295979976654, 0.6021907329559326, 0.5318551659584045, 0.45720040798187256, 0.5709590315818787, 0.5484740734100342, 0.8666174411773682, 0.6168173551559448, 0.542790949344635, 0.530677318572998, 0.7230919003486633, 0.34388163685798645, 0.5019999742507935, 0.445509672164917, 0.4794095754623413, 0.3868429660797119, 0.6996760964393616, 0.551417350769043, 0.668494701385498, 0.5160457491874695, 0.4562058746814728, 0.7409902811050415, 0.725967288017273, 0.5088514089584351, 0.6036199331283569, 0.7587290406227112, 0.4632210433483124, 0.6045497059822083, 0.6493574976921082, 0.4400445222854614, 0.8591046333312988, 0.5398657321929932, 0.6500369906425476, 0.643381655216217, 0.5197638869285583, 0.5120413303375244, 0.4966169595718384, 0.5810756683349609, 0.47525662183761597, 0.4381619989871979, 0.6959869265556335]"
3,"[0.5979945063591003, 0.8410201668739319, 0.4728374481201172, 0.5921391248703003, 0.6173566579818726, 0.602756142616272, 0.8182176351547241, 0.5032811164855957, 0.5638931393623352, 0.5555646419525146, 0.9433878064155579, 0.6952118873596191, 0.6873849630355835, 0.6637459993362427, 0.6073722839355469, 0.7238812446594238, 0.7306236028671265, 0.6760804653167725, 0.4956521987915039, 0.681209921836853, 0.49425220489501953, 0.6733967661857605, 0.6475949287414551, 0.7203361988067627, 0.8147932291030884, 0.5117862224578857, 0.7049389481544495, 0.5967462658882141, 0.5882112979888916, 0.5940855741500854, 0.5405395030975342, 0.6644495129585266, 0.8198726773262024, 0.6077188849449158, 0.9130491018295288, 0.7931382656097412, 0.46292245388031006, 0.7229495048522949, 0.6705002784729004, 0.8221657872200012, 0.5579745769500732, 0.556022584438324, 0.7274553775787354, 0.5982928276062012, 0.8470289707183838, 0.5003066062927246, 0.6404359936714172, 0.8350702524185181, 0.940203845500946, 0.5621750354766846, 0.940924882888794, 0.5742626190185547, 0.9827381372451782, 0.9257225394248962, 0.5420740246772766, 0.5793998837471008, 0.7793871164321899, 0.7890732884407043, 0.8779343366622925, 0.6281847953796387, 0.7348008751869202, 0.9277007579803467, 0.7517973184585571, 0.724791407585144, 0.538932204246521, 0.5257164239883423, 0.6757971048355103, 0.5503137707710266, 0.617895245552063, 0.48320984840393066, 0.5512770414352417, 0.5986688137054443, 0.559520959854126, 0.5067059993743896, 0.8484793305397034, 0.7991952896118164, 0.495103120803833, 0.4207952916622162, 0.7786209583282471, 0.5969018936157227, 0.974379301071167, 0.5490050911903381, 0.42894917726516724, 0.5728418231010437, 0.6709963083267212, 0.6913685202598572, 0.5691126585006714, 0.714171290397644, 0.4073880910873413, 0.8431961536407471, 0.6444170475006104, 0.5168366432189941, 0.7315242290496826, 0.695787250995636, 0.9028785228729248, 0.7790039777755737, 0.6773799657821655, 0.6240687370300293, 0.7483636736869812, 0.7033909559249878, 0.9462934732437134, 0.7436526417732239, 0.6541658639907837, 0.5398315191268921, 0.9074952602386475, 0.4366077184677124, 0.6323667168617249, 0.49845677614212036, 0.5431763529777527, 0.447352796792984, 0.8858086466789246, 0.6097376346588135, 0.7448357939720154, 0.5862547159194946, 0.5914837121963501, 0.8215072154998779, 0.7578825950622559, 0.5809967517852783, 0.879143238067627, 0.7460684776306152, 0.5792746543884277, 0.6299136281013489, 0.7662897109985352, 0.5075831413269043, 0.8053199052810669, 0.5293756127357483, 0.6562118530273438, 0.6764966249465942, 0.6914141178131104, 0.6359955668449402, 0.6513524055480957, 0.6783128976821899, 0.53193598985672, 0.56894850730896, 0.7628369927406311]","[0.5750088095664978, 0.7217737436294556, 0.49124830961227417, 0.5801762342453003, 0.6261728405952454, 0.6050807237625122, 0.9834927916526794, 0.6492213010787964, 0.5463448166847229, 0.4696651101112366, 0.863213837146759, 0.6514577865600586, 0.5349347591400146, 0.6247901916503906, 0.5572105646133423, 0.7521142959594727, 0.5492167472839355, 0.6351396441459656, 0.48795485496520996, 0.6930686235427856, 0.4507973790168762, 0.5383751392364502, 0.6867157816886902, 0.7325029969215393, 0.843533456325531, 0.4521244168281555, 0.6932528018951416, 0.5507674217224121, 0.6154325008392334, 0.6279479265213013, 0.5049067735671997, 0.5082739591598511, 0.6635037064552307, 0.622543215751648, 0.8265760540962219, 0.7610460519790649, 0.45276087522506714, 0.735271692276001, 0.549972414970398, 0.6603268384933472, 0.559074878692627, 0.5099873542785645, 0.7447183728218079, 0.5596574544906616, 0.8676185607910156, 0.4565701484680176, 0.5609080195426941, 0.6387986540794373, 0.774716854095459, 0.524976909160614, 0.6937817335128784, 0.5013563632965088, 0.7012913823127747, 0.8124828934669495, 0.5107690095901489, 0.5753671526908875, 0.6504456996917725, 0.7486470341682434, 0.6888211965560913, 0.5475456714630127, 0.7072721719741821, 0.6515144109725952, 0.6620250344276428, 0.7091836333274841, 0.5584428310394287, 0.5206994414329529, 0.6950483322143555, 0.6191903352737427, 0.6506272554397583, 0.4576300382614136, 0.5363931059837341, 0.6476283073425293, 0.5567017197608948, 0.5032156705856323, 0.6476365327835083, 0.7342277765274048, 0.4494606852531433, 0.4343051314353943, 0.6334775686264038, 0.5178510546684265, 0.9258896708488464, 0.5325638055801392, 0.4418160319328308, 0.4959647059440613, 0.6415097713470459, 0.6260793209075928, 0.5830930471420288, 0.7390397787094116, 0.4112406373023987, 0.6212322115898132, 0.6188792586326599, 0.49256330728530884, 0.5162515640258789, 0.7191373109817505, 0.839497447013855, 0.6338328123092651, 0.5726853609085083, 0.5106827020645142, 0.6155417561531067, 0.5885971784591675, 0.879862368106842, 0.6493394374847412, 0.5821608304977417, 0.5676198601722717, 0.7490147948265076, 0.3921668231487274, 0.551852822303772, 0.48426753282546997, 0.5264769792556763, 0.4503743648529053, 0.7166596055030823, 0.5890092849731445, 0.7012984752655029, 0.5614742040634155, 0.5022128820419312, 0.7596355080604553, 0.7461307048797607, 0.5704964399337769, 0.636663556098938, 0.7701044082641602, 0.5128729939460754, 0.6162848472595215, 0.6782060265541077, 0.4880666136741638, 0.8807291388511658, 0.582939863204956, 0.6822896599769592, 0.6736660599708557, 0.5689905881881714, 0.5583059787750244, 0.5382665395736694, 0.6163767576217651, 0.5190107822418213, 0.48871102929115295, 0.7227237224578857]"
4,"[0.6494036912918091, 0.8428293466567993, 0.5158863067626953, 0.6418901681900024, 0.6280339956283569, 0.6319154500961304, 0.8279255628585815, 0.5494449138641357, 0.6180140972137451, 0.5965283513069153, 0.9464234113693237, 0.7230303287506104, 0.7209256887435913, 0.6876478791236877, 0.6432434320449829, 0.7349727153778076, 0.7396547794342041, 0.7031555771827698, 0.5386133790016174, 0.7056618928909302, 0.5460771322250366, 0.6950661540031433, 0.6672366857528687, 0.741148829460144, 0.8354089856147766, 0.531709611415863, 0.7340939044952393, 0.6241305470466614, 0.6243875026702881, 0.6480453610420227, 0.5734498500823975, 0.6747034788131714, 0.8313058614730835, 0.6479905843734741, 0.9128761291503906, 0.8135549426078796, 0.5108880400657654, 0.756205141544342, 0.6847517490386963, 0.8335021734237671, 0.5811393857002258, 0.5951241254806519, 0.7484313249588013, 0.6119916439056396, 0.8557594418525696, 0.5574951171875, 0.6691809892654419, 0.8491678237915039, 0.9454923868179321, 0.5980109572410583, 0.9287779927253723, 0.6098600625991821, 0.9776819348335266, 0.9269765615463257, 0.5860869884490967, 0.6088556051254272, 0.7990990877151489, 0.8082285523414612, 0.8956363201141357, 0.6479369401931763, 0.758597731590271, 0.9233412146568298, 0.7806615829467773, 0.7406773567199707, 0.5827909111976624, 0.5775505900382996, 0.7041488289833069, 0.5946118831634521, 0.6564130783081055, 0.5298529863357544, 0.5775498151779175, 0.654071569442749, 0.5996434688568115, 0.5519296526908875, 0.8628561496734619, 0.815457820892334, 0.5463259816169739, 0.482888787984848, 0.7973624467849731, 0.6281906366348267, 0.974041223526001, 0.5790705680847168, 0.4930136799812317, 0.6147008538246155, 0.7035380601882935, 0.7272639274597168, 0.6037469506263733, 0.7482188940048218, 0.4568738341331482, 0.8422478437423706, 0.6832631826400757, 0.550187349319458, 0.7424608469009399, 0.7254453897476196, 0.9071626663208008, 0.7808035612106323, 0.7211389541625977, 0.6479508280754089, 0.7784522771835327, 0.7296900749206543, 0.953481137752533, 0.7628992795944214, 0.6754813194274902, 0.594234824180603, 0.9160087704658508, 0.469963937997818, 0.680113673210144, 0.5522326231002808, 0.5887909531593323, 0.514087438583374, 0.8870339393615723, 0.6541249752044678, 0.771562933921814, 0.6154986619949341, 0.6145657896995544, 0.8230754137039185, 0.7806618213653564, 0.6355600953102112, 0.8835997581481934, 0.7717994451522827, 0.6217004060745239, 0.6536468267440796, 0.7833068370819092, 0.5568307638168335, 0.8243521451950073, 0.5757617950439453, 0.6866136789321899, 0.6981889605522156, 0.725585401058197, 0.6564981341362, 0.6848492622375488, 0.7064812779426575, 0.5731168985366821, 0.6227701306343079, 0.7650899887084961]","[0.6297209858894348, 0.7450671195983887, 0.5483298301696777, 0.6351275444030762, 0.6562292575836182, 0.6445919275283813, 0.9763360023498535, 0.6691626310348511, 0.5954979062080383, 0.5180855989456177, 0.8715599179267883, 0.6830047369003296, 0.5656518936157227, 0.6620875000953674, 0.603532075881958, 0.7635648250579834, 0.5931196212768555, 0.6644223928451538, 0.5359171628952026, 0.7077376842498779, 0.5024738311767578, 0.5902001261711121, 0.7135035991668701, 0.7593132257461548, 0.873235285282135, 0.49856773018836975, 0.7192342281341553, 0.5878309011459351, 0.655079185962677, 0.6805436611175537, 0.5417189598083496, 0.5383163690567017, 0.6892532706260681, 0.6576592326164246, 0.8404411673545837, 0.7885676622390747, 0.489773690700531, 0.7580928802490234, 0.5769898891448975, 0.6954493522644043, 0.5998538732528687, 0.5593587160110474, 0.7659274339675903, 0.5962501168251038, 0.8818725943565369, 0.49510014057159424, 0.5950114727020264, 0.6664372682571411, 0.7919340133666992, 0.5620484352111816, 0.7266137599945068, 0.544180154800415, 0.7299787998199463, 0.8268493413925171, 0.5603362321853638, 0.6136190295219421, 0.6789572834968567, 0.7729126214981079, 0.7190871238708496, 0.5856931209564209, 0.7387224435806274, 0.6688952445983887, 0.6906079649925232, 0.7276393175125122, 0.5992887020111084, 0.5732727646827698, 0.7247214913368225, 0.6500694751739502, 0.6820094585418701, 0.5173855423927307, 0.5744990110397339, 0.6926864981651306, 0.5926311016082764, 0.5597366094589233, 0.6765140295028687, 0.7546027898788452, 0.5099851489067078, 0.47737687826156616, 0.6692936420440674, 0.5627293586730957, 0.9286549687385559, 0.565245509147644, 0.49133196473121643, 0.5417404174804688, 0.6768181324005127, 0.6630612015724182, 0.6185755729675293, 0.7700705528259277, 0.46114057302474976, 0.6435364484786987, 0.6510791182518005, 0.54659104347229, 0.5559601187705994, 0.7460165619850159, 0.8505319356918335, 0.6557027101516724, 0.6284574270248413, 0.5456002950668335, 0.6511521339416504, 0.6285365223884583, 0.899880051612854, 0.6746615171432495, 0.6145294904708862, 0.6124057769775391, 0.7763570547103882, 0.4459194540977478, 0.6007076501846313, 0.5341695547103882, 0.5715410709381104, 0.5199028849601746, 0.7438700199127197, 0.6418278217315674, 0.7325116395950317, 0.6115307807922363, 0.5324075222015381, 0.7752432823181152, 0.7589157819747925, 0.6254963874816895, 0.6607743501663208, 0.7805821895599365, 0.5513984560966492, 0.6352713108062744, 0.716447114944458, 0.5406792759895325, 0.8900505900382996, 0.6245394945144653, 0.7106724381446838, 0.6945561170578003, 0.6062653064727783, 0.5889734625816345, 0.5790634155273438, 0.6460742354393005, 0.5691404938697815, 0.5393328666687012, 0.7411297559738159]"
5,"[0.6792991161346436, 0.8365998268127441, 0.5370621681213379, 0.668685257434845, 0.6348344087600708, 0.6506974697113037, 0.8313448429107666, 0.5761726498603821, 0.6599324345588684, 0.6156584024429321, 0.9460678696632385, 0.7360197305679321, 0.7310084700584412, 0.6965502500534058, 0.6586016416549683, 0.7363971471786499, 0.7362041473388672, 0.7252997159957886, 0.5694636702537537, 0.7225380539894104, 0.574745237827301, 0.7111086845397949, 0.6811114549636841, 0.7513884902000427, 0.8452309370040894, 0.5390009880065918, 0.7567804455757141, 0.6569879651069641, 0.6455708742141724, 0.6758750677108765, 0.5991555452346802, 0.6829773187637329, 0.8361145257949829, 0.6722930073738098, 0.9106942415237427, 0.8207058310508728, 0.5567426085472107, 0.7766227126121521, 0.6920362710952759, 0.8316857814788818, 0.6002019047737122, 0.6318787336349487, 0.7540701627731323, 0.6104727983474731, 0.8628055453300476, 0.5918710827827454, 0.6808840036392212, 0.8579567670822144, 0.9440276622772217, 0.6212888956069946, 0.9113150238990784, 0.6358382105827332, 0.9710729122161865, 0.9269424676895142, 0.6081898212432861, 0.6283859014511108, 0.8046779632568359, 0.8202255368232727, 0.9031388759613037, 0.6587490439414978, 0.777827262878418, 0.910891056060791, 0.7944119572639465, 0.7622160911560059, 0.6070392727851868, 0.6098588109016418, 0.7243190407752991, 0.631145179271698, 0.6848496198654175, 0.5443726778030396, 0.5878630876541138, 0.6885072588920593, 0.6250597238540649, 0.5968269109725952, 0.8686733841896057, 0.8272920250892639, 0.5778928399085999, 0.5134151577949524, 0.8148587942123413, 0.6430802941322327, 0.9724388122558594, 0.5897504687309265, 0.5441359281539917, 0.6356551647186279, 0.7280766367912292, 0.7594807147979736, 0.6472999453544617, 0.7585774660110474, 0.4965319037437439, 0.8254313468933105, 0.699840784072876, 0.5769879817962646, 0.7348145842552185, 0.7329561710357666, 0.910524308681488, 0.7775264382362366, 0.7442726492881775, 0.6809239387512207, 0.7979837656021118, 0.7428405284881592, 0.9571185111999512, 0.7867510318756104, 0.6884117126464844, 0.6269147396087646, 0.9151983261108398, 0.5035907626152039, 0.7170366048812866, 0.5966536402702332, 0.6200621128082275, 0.567153811454773, 0.8827273845672607, 0.6879605054855347, 0.7834649085998535, 0.6343939900398254, 0.6189836859703064, 0.8197759985923767, 0.7985739707946777, 0.6738376021385193, 0.8813974261283875, 0.7899368405342102, 0.641494631767273, 0.6636115312576294, 0.7959164381027222, 0.5918399691581726, 0.8389890193939209, 0.6164798736572266, 0.7041739225387573, 0.7101355791091919, 0.7392871379852295, 0.676078200340271, 0.7044068574905396, 0.7091148495674133, 0.6007122993469238, 0.6522049903869629, 0.7620241641998291]","[0.6642224788665771, 0.7634238004684448, 0.5776171684265137, 0.6617917418479919, 0.6731995344161987, 0.6650902032852173, 0.9645307660102844, 0.6678481101989746, 0.6391775608062744, 0.554732084274292, 0.8748667240142822, 0.7085978984832764, 0.5838454961776733, 0.6710947751998901, 0.6349481344223022, 0.765716552734375, 0.6249906420707703, 0.6959756016731262, 0.5679705142974854, 0.7163184285163879, 0.5453535914421082, 0.6291690468788147, 0.724224865436554, 0.7673722505569458, 0.8856772184371948, 0.5202040076255798, 0.745265543460846, 0.6198520660400391, 0.682703971862793, 0.7106897234916687, 0.5712047815322876, 0.5616753101348877, 0.7107337713241577, 0.6717295050621033, 0.8480451703071594, 0.805538535118103, 0.5232144594192505, 0.7741214632987976, 0.59199458360672, 0.713218092918396, 0.6213078498840332, 0.5980790853500366, 0.7783175706863403, 0.6139505505561829, 0.8902886509895325, 0.5315738916397095, 0.6260602474212646, 0.6975605487823486, 0.7975777983665466, 0.5940213799476624, 0.7495092153549194, 0.5848633050918579, 0.7531577348709106, 0.8426782488822937, 0.577905535697937, 0.6302260160446167, 0.6850485801696777, 0.7892230153083801, 0.7335007190704346, 0.5992333889007568, 0.7621864676475525, 0.6895719170570374, 0.7030750513076782, 0.7515797019004822, 0.6227372884750366, 0.605027437210083, 0.7370892763137817, 0.6825225353240967, 0.7031285762786865, 0.5491213798522949, 0.5922650098800659, 0.7263251543045044, 0.6277300119400024, 0.602235734462738, 0.7044721245765686, 0.7721676826477051, 0.5438306927680969, 0.5151669979095459, 0.6920976638793945, 0.5904496312141418, 0.9338358044624329, 0.5783617496490479, 0.5325685739517212, 0.5654695630073547, 0.698631763458252, 0.7002346515655518, 0.6609140634536743, 0.7839452624320984, 0.4946249723434448, 0.6539447903633118, 0.6700083017349243, 0.5723944902420044, 0.5749108791351318, 0.7558424472808838, 0.861679196357727, 0.6719681620597839, 0.662155270576477, 0.5902265906333923, 0.678699254989624, 0.6466758847236633, 0.9133549928665161, 0.7044092416763306, 0.6442317366600037, 0.6441982388496399, 0.7938399314880371, 0.4833175539970398, 0.6357226371765137, 0.5708322525024414, 0.5937890410423279, 0.5634777545928955, 0.7632585763931274, 0.6750450134277344, 0.7491974830627441, 0.6400123834609985, 0.5553239583969116, 0.7816632390022278, 0.7700686454772949, 0.666532039642334, 0.6789340376853943, 0.8023802042007446, 0.5757347941398621, 0.6397785544395447, 0.7410017251968384, 0.5845529437065125, 0.8991075754165649, 0.6490820050239563, 0.7174938917160034, 0.7041203379631042, 0.6303755044937134, 0.6129117012023926, 0.6050841808319092, 0.6633760929107666, 0.6017793416976929, 0.5767650604248047, 0.749184787273407]"
