layer,precision,recall,fnames
1,"[0.8809759616851807, 0.6564207077026367, 0.6340683698654175, 0.7564005255699158, 0.7174948453903198, 0.7059735655784607, 0.6477879285812378, 0.8504678010940552, 0.6953815221786499, 0.9861786961555481, 0.949813961982727, 0.6065680980682373, 0.6799397468566895, 0.7293672561645508, 0.7303436398506165, 0.7290964126586914, 0.8132647275924683, 0.809080958366394, 0.7950918674468994, 0.7783842086791992, 0.755247950553894, 0.6697370409965515, 0.7347713708877563, 0.8002864718437195, 0.7355313301086426, 0.6463395953178406, 0.6708053350448608, 0.7280188798904419, 0.8679364323616028, 0.7894759178161621, 0.7318872213363647, 0.7794348001480103, 0.8226184844970703, 0.8419898748397827, 0.7035230398178101, 0.6367874145507812, 0.6385406255722046, 0.6941258907318115, 0.7383986711502075, 0.778764009475708, 0.6847866773605347, 0.6357979774475098, 0.8344848155975342, 0.7041138410568237, 0.7907562255859375, 0.7454622387886047, 0.7061196565628052, 0.6818113327026367, 0.8186928033828735, 0.6550878286361694, 0.7135653495788574, 0.7056566476821899, 0.8899106979370117, 0.9253955483436584, 0.6751264333724976, 0.7483521699905396, 0.8141368627548218, 0.732223391532898, 0.9211156368255615, 0.7716683745384216, 0.8276113271713257, 0.7643159627914429, 0.8057348728179932, 0.6111931204795837, 0.6549396514892578, 0.7473193407058716, 0.8613439798355103, 0.74266517162323, 0.7383671998977661, 0.6538581252098083, 0.6826081275939941, 0.8872708082199097, 0.6610581874847412, 0.7474561929702759, 0.7179689407348633, 0.7035097479820251, 0.8902406692504883, 0.6537402272224426, 0.710424542427063, 0.7341273427009583, 0.9345278143882751, 0.6264637112617493, 0.618830144405365, 0.6868597865104675, 0.8188425302505493, 0.8055791258811951, 0.734075665473938, 0.8209418058395386, 0.6355850696563721, 0.992919921875, 0.7333594560623169, 0.7202342748641968, 0.8409037590026855, 0.7431573271751404, 0.709380030632019, 0.8278836607933044, 0.7981634140014648, 0.7255740165710449, 0.8231284022331238, 0.8148908615112305, 0.9045516848564148, 0.7907082438468933, 0.77115797996521, 0.6732794642448425, 0.958121657371521, 0.5918636322021484, 0.686191976070404, 0.662740170955658, 0.6944594383239746, 0.6435274481773376, 0.7072561383247375, 0.6790584921836853, 0.8319305181503296, 0.8308752775192261, 0.7124825716018677, 0.7710766792297363, 0.7034961581230164, 0.7468659281730652, 0.7938451766967773, 0.8111426830291748, 0.6844618320465088, 0.7120367288589478, 0.950491189956665, 0.7356467247009277, 0.8042929172515869, 0.6697768568992615, 0.7951678037643433, 0.711571991443634, 0.8434154987335205, 0.772923469543457, 0.6989266276359558, 0.7963024377822876, 0.6729718446731567, 0.7954186201095581, 0.823093056678772]","[0.8541519641876221, 0.636775016784668, 0.6690454483032227, 0.7578426003456116, 0.7148886919021606, 0.700127363204956, 0.6663669347763062, 0.8475857377052307, 0.7239052653312683, 0.8730760216712952, 0.9927204847335815, 0.6294806003570557, 0.7112133502960205, 0.7102863788604736, 0.6981487274169922, 0.7971794605255127, 0.7429132461547852, 0.8064696192741394, 0.8334707021713257, 0.7354075908660889, 0.7357792854309082, 0.622128427028656, 0.726847767829895, 0.7633192539215088, 0.7442667484283447, 0.6206223368644714, 0.6387964487075806, 0.7604501247406006, 0.7955262064933777, 0.7845581769943237, 0.7136203050613403, 0.724480152130127, 0.778261661529541, 0.7735241651535034, 0.7338426113128662, 0.6482998132705688, 0.6644191741943359, 0.6884315013885498, 0.715181827545166, 0.7455075979232788, 0.6831085085868835, 0.6463576555252075, 0.8061510920524597, 0.7275494337081909, 0.7084835767745972, 0.7134632468223572, 0.6918627619743347, 0.6622741222381592, 0.7365107536315918, 0.6613819599151611, 0.6341625452041626, 0.6921511888504028, 0.7914625406265259, 0.8551832437515259, 0.6351369023323059, 0.7346020936965942, 0.7623871564865112, 0.716801643371582, 0.9163323044776917, 0.7392754554748535, 0.7665570378303528, 0.7570974826812744, 0.765835702419281, 0.6368908882141113, 0.6513261795043945, 0.7053825855255127, 0.7694764733314514, 0.7675926089286804, 0.7203444838523865, 0.6318914890289307, 0.7127777338027954, 0.9637418985366821, 0.6743127107620239, 0.6901429891586304, 0.7121700048446655, 0.7228795289993286, 0.6742340326309204, 0.6595946550369263, 0.7147989273071289, 0.6916022300720215, 0.8285412788391113, 0.6304692625999451, 0.6423455476760864, 0.6757522821426392, 0.8864355087280273, 0.7541925311088562, 0.750859797000885, 0.795987606048584, 0.653327465057373, 0.8332768678665161, 0.710752010345459, 0.649629533290863, 0.6842358112335205, 0.7885274291038513, 0.7177521586418152, 0.7309558391571045, 0.7168354392051697, 0.6732794046401978, 0.7576435804367065, 0.808414876461029, 0.8417890071868896, 0.7185060977935791, 0.7108608484268188, 0.6469182968139648, 0.7977293133735657, 0.622230052947998, 0.6795214414596558, 0.6314248442649841, 0.6694427728652954, 0.6116344928741455, 0.6801421642303467, 0.6273651123046875, 0.7888000011444092, 0.7859008312225342, 0.6741479635238647, 0.7748764753341675, 0.6918176412582397, 0.6425061225891113, 0.762026309967041, 0.829970121383667, 0.6934224367141724, 0.6719148755073547, 0.780046284198761, 0.6859897375106812, 0.7953041791915894, 0.7161043882369995, 0.7974988222122192, 0.7054883241653442, 0.7774502038955688, 0.775888979434967, 0.6883425712585449, 0.7702914476394653, 0.6765425205230713, 0.7624144554138184, 0.7662349343299866]","['000297', '000164', '000050', '000151', '000329', '000678', '000409', '000698', '000718', '000410', '000470', '000224', '000608', '000119', '000127', '000077', '000403', '000707', '000401', '000076', '000046', '000548', '000041', '000367', '000002', '000346', '000039', '000381', '000440', '000509', '000652', '000497', '000103', '000305', '000493', '000036', '000290', '000630', '000633', '000070', '000639', '000717', '000155', '000343', '000003', '000511', '000169', '000253', '000316', '000571', '000281', '000188', '000628', '000407', '000512', '000582', '000577', '000336', '000033', '000533', '000424', '000669', '000344', '000607', '000551', '000541', '000298', '000455', '000500', '000566', '000561', '000337', '000104', '000156', '000280', '000045', '000365', '000501', '000579', '000219', '000105', '000619', '000568', '000668', '000461', '000252', '000073', '000152', '000187', '000186', '000369', '000195', '000590', '000471', '000272', '000064', '000450', '000364', '000427', '000385', '000190', '000437', '000167', '000024', '000444', '000583', '000192', '000536', '000616', '000723', '000636', '000153', '000624', '000094', '000089', '000132', '000123', '000122', '000656', '000111', '000631', '000279', '000285', '000433', '000469', '000293', '000595', '000380', '000139', '000241', '000602', '000355', '000516', '000482', '000246']"
2,"[0.899186909198761, 0.6967357397079468, 0.6976314187049866, 0.8070206642150879, 0.7715388536453247, 0.7645095586776733, 0.6949285268783569, 0.8713290691375732, 0.740061342716217, 0.9843254089355469, 0.9627575874328613, 0.6783166527748108, 0.72291499376297, 0.7589408159255981, 0.785416841506958, 0.7698179483413696, 0.810623288154602, 0.8530870676040649, 0.8330656290054321, 0.8076697587966919, 0.7964615821838379, 0.7064307928085327, 0.765446126461029, 0.8199170827865601, 0.7762174606323242, 0.6874587535858154, 0.7238972187042236, 0.7494946122169495, 0.8835693597793579, 0.8067978024482727, 0.7667040824890137, 0.7994862794876099, 0.8366472721099854, 0.8477733135223389, 0.7540372610092163, 0.6754192113876343, 0.6947150230407715, 0.7542036771774292, 0.7529710531234741, 0.8169560432434082, 0.7325552701950073, 0.6741981506347656, 0.8355363607406616, 0.746569812297821, 0.8005173802375793, 0.7730346918106079, 0.748501718044281, 0.7128180265426636, 0.8381087779998779, 0.7258747220039368, 0.7239867448806763, 0.7252151966094971, 0.9148362874984741, 0.9327437877655029, 0.7118755578994751, 0.7813955545425415, 0.8244227170944214, 0.7522357106208801, 0.9288293123245239, 0.8054755926132202, 0.8400260210037231, 0.7917470335960388, 0.8318435549736023, 0.6412774324417114, 0.7042413949966431, 0.7630091905593872, 0.8779614567756653, 0.7764637470245361, 0.7682551741600037, 0.7111806273460388, 0.7342631816864014, 0.9041582345962524, 0.731304407119751, 0.7763485312461853, 0.7587332725524902, 0.7358230352401733, 0.8832219243049622, 0.6939290761947632, 0.749427080154419, 0.7662825584411621, 0.9387978315353394, 0.6774135231971741, 0.6720315217971802, 0.7250831127166748, 0.8472017049789429, 0.8404580354690552, 0.7649011611938477, 0.8460385799407959, 0.6625954508781433, 0.988512396812439, 0.7559161186218262, 0.7610979080200195, 0.8579859733581543, 0.7800954580307007, 0.7492537498474121, 0.842659592628479, 0.8102830052375793, 0.7592835426330566, 0.8398728370666504, 0.8405871987342834, 0.9127883911132812, 0.8162345290184021, 0.7947107553482056, 0.7123604416847229, 0.9599205851554871, 0.6472482085227966, 0.7309862375259399, 0.7294608950614929, 0.7552945017814636, 0.6838992834091187, 0.7346419095993042, 0.6964095830917358, 0.8535326719284058, 0.8399542570114136, 0.7430510520935059, 0.7952908277511597, 0.7151954770088196, 0.7971506118774414, 0.8094242811203003, 0.8431533575057983, 0.7075932621955872, 0.7551597356796265, 0.939376950263977, 0.7788105010986328, 0.8341333270072937, 0.7398290634155273, 0.8145276308059692, 0.7477385997772217, 0.8551751375198364, 0.806341290473938, 0.7547316551208496, 0.8247600793838501, 0.718748152256012, 0.8162946105003357, 0.8452951312065125]","[0.8683614730834961, 0.6871875524520874, 0.7219681739807129, 0.8128926157951355, 0.7737734317779541, 0.7531783580780029, 0.6875972151756287, 0.870025634765625, 0.7546387910842896, 0.8959997296333313, 0.9917927384376526, 0.7039439678192139, 0.7500343322753906, 0.7538208961486816, 0.740572988986969, 0.8193651437759399, 0.7727153301239014, 0.8546876907348633, 0.8465331196784973, 0.7477579712867737, 0.7696546316146851, 0.6935205459594727, 0.7666462063789368, 0.7848320007324219, 0.7947715520858765, 0.6701358556747437, 0.7014290690422058, 0.80161452293396, 0.8348546028137207, 0.8190023899078369, 0.7402738332748413, 0.758728563785553, 0.7953999042510986, 0.7989662289619446, 0.7656093835830688, 0.6849874258041382, 0.7158107757568359, 0.7385058403015137, 0.7639913558959961, 0.7835472822189331, 0.704698920249939, 0.6854656934738159, 0.8154386281967163, 0.760372519493103, 0.7475487589836121, 0.744195818901062, 0.7317829132080078, 0.7132527828216553, 0.7687137722969055, 0.7140882611274719, 0.6881658434867859, 0.7339116930961609, 0.8208299875259399, 0.877640962600708, 0.6969617605209351, 0.7751847505569458, 0.7954752445220947, 0.7360973358154297, 0.9269676208496094, 0.7777888774871826, 0.7930433750152588, 0.7945729494094849, 0.8074338436126709, 0.6717191934585571, 0.706068754196167, 0.7341835498809814, 0.8055006265640259, 0.7969484925270081, 0.7548071146011353, 0.6883252859115601, 0.7635502815246582, 0.964438796043396, 0.731236457824707, 0.7361543774604797, 0.736935019493103, 0.7505484819412231, 0.704318642616272, 0.7176653146743774, 0.7418019771575928, 0.7168447971343994, 0.8524945974349976, 0.6758216619491577, 0.6975081562995911, 0.7297923564910889, 0.8974242210388184, 0.7863746285438538, 0.7967290282249451, 0.8235841989517212, 0.7107119560241699, 0.8499763011932373, 0.7367820739746094, 0.7051631808280945, 0.7342334985733032, 0.8184363842010498, 0.7546840906143188, 0.7678682804107666, 0.7624088525772095, 0.7083203196525574, 0.7903090715408325, 0.8370891809463501, 0.8656209707260132, 0.7446335554122925, 0.7334564924240112, 0.7031168937683105, 0.8177714943885803, 0.6572263836860657, 0.7253105640411377, 0.6863996982574463, 0.7302010655403137, 0.6915058493614197, 0.7006032466888428, 0.6542716026306152, 0.813067615032196, 0.8077260255813599, 0.6941628456115723, 0.8005999326705933, 0.7223346829414368, 0.7229253053665161, 0.7890013456344604, 0.8602210879325867, 0.7243927717208862, 0.716007649898529, 0.7863489389419556, 0.7336556911468506, 0.8080142736434937, 0.7634583711624146, 0.8301410675048828, 0.7343733310699463, 0.805727481842041, 0.8044766187667847, 0.7294511795043945, 0.8081095218658447, 0.7182294130325317, 0.7961879968643188, 0.8047307729721069]","['000297', '000164', '000050', '000151', '000329', '000678', '000409', '000698', '000718', '000410', '000470', '000224', '000608', '000119', '000127', '000077', '000403', '000707', '000401', '000076', '000046', '000548', '000041', '000367', '000002', '000346', '000039', '000381', '000440', '000509', '000652', '000497', '000103', '000305', '000493', '000036', '000290', '000630', '000633', '000070', '000639', '000717', '000155', '000343', '000003', '000511', '000169', '000253', '000316', '000571', '000281', '000188', '000628', '000407', '000512', '000582', '000577', '000336', '000033', '000533', '000424', '000669', '000344', '000607', '000551', '000541', '000298', '000455', '000500', '000566', '000561', '000337', '000104', '000156', '000280', '000045', '000365', '000501', '000579', '000219', '000105', '000619', '000568', '000668', '000461', '000252', '000073', '000152', '000187', '000186', '000369', '000195', '000590', '000471', '000272', '000064', '000450', '000364', '000427', '000385', '000190', '000437', '000167', '000024', '000444', '000583', '000192', '000536', '000616', '000723', '000636', '000153', '000624', '000094', '000089', '000132', '000123', '000122', '000656', '000111', '000631', '000279', '000285', '000433', '000469', '000293', '000595', '000380', '000139', '000241', '000602', '000355', '000516', '000482', '000246']"
3,"[0.8914750814437866, 0.6757550239562988, 0.6968956589698792, 0.7912642955780029, 0.773294985294342, 0.7648210525512695, 0.6774232387542725, 0.877888560295105, 0.7309292554855347, 0.9854003190994263, 0.9605088233947754, 0.6812858581542969, 0.7154527902603149, 0.755355954170227, 0.7851377725601196, 0.7700011134147644, 0.8132084608078003, 0.8476331830024719, 0.8344838619232178, 0.8080645799636841, 0.7881109714508057, 0.7249096632003784, 0.769882082939148, 0.7982158064842224, 0.7845636010169983, 0.6926881074905396, 0.725853681564331, 0.7373331189155579, 0.8906939029693604, 0.805978536605835, 0.7582191228866577, 0.794019341468811, 0.8382349014282227, 0.8432630896568298, 0.7483916878700256, 0.6696159839630127, 0.6906538009643555, 0.7566832304000854, 0.7587054967880249, 0.8140490055084229, 0.7217372059822083, 0.6673413515090942, 0.8325525522232056, 0.7536389827728271, 0.7864385843276978, 0.7639173269271851, 0.7442010045051575, 0.700519859790802, 0.8450895547866821, 0.7282691597938538, 0.7127973437309265, 0.7150920629501343, 0.9150249361991882, 0.933215856552124, 0.702259361743927, 0.7732696533203125, 0.8297470211982727, 0.747948169708252, 0.9308830499649048, 0.8053575754165649, 0.823685884475708, 0.7906246781349182, 0.8260759115219116, 0.6400496363639832, 0.7130192518234253, 0.7709689736366272, 0.8724192380905151, 0.7634098529815674, 0.7706162929534912, 0.7105602025985718, 0.733525276184082, 0.9091303944587708, 0.7217728495597839, 0.7792347073554993, 0.7663601040840149, 0.7248659729957581, 0.8765167593955994, 0.692488968372345, 0.7544610500335693, 0.7636741995811462, 0.9427435398101807, 0.6723954081535339, 0.6852053999900818, 0.7171660661697388, 0.8469105362892151, 0.8338713049888611, 0.7494152784347534, 0.8347857594490051, 0.6589852571487427, 0.9853649139404297, 0.7519055604934692, 0.773505687713623, 0.8550780415534973, 0.7884387969970703, 0.7481264472007751, 0.839133620262146, 0.7985353469848633, 0.7706071138381958, 0.8262888193130493, 0.849396824836731, 0.9050489664077759, 0.8100390434265137, 0.7749121189117432, 0.7155637741088867, 0.9593856334686279, 0.6663364171981812, 0.7396072149276733, 0.7205452919006348, 0.758492112159729, 0.694229006767273, 0.7355517745018005, 0.6778337955474854, 0.853507399559021, 0.8292560577392578, 0.7237766981124878, 0.7986129522323608, 0.7012608051300049, 0.809453547000885, 0.8316655158996582, 0.841438889503479, 0.7070195078849792, 0.7549258470535278, 0.9334297776222229, 0.776018500328064, 0.8304574489593506, 0.7328546047210693, 0.812824010848999, 0.7394834160804749, 0.8616182804107666, 0.8105431795120239, 0.7685748934745789, 0.819689929485321, 0.7109453082084656, 0.8164410591125488, 0.8374207019805908]","[0.8638299107551575, 0.6856228709220886, 0.7229874134063721, 0.8102951049804688, 0.7825669646263123, 0.7485119700431824, 0.6879684925079346, 0.8744099140167236, 0.7588541507720947, 0.8992323875427246, 0.9928867220878601, 0.7046157121658325, 0.7544286251068115, 0.7457084655761719, 0.7351139783859253, 0.8127779960632324, 0.7684798240661621, 0.8488789796829224, 0.8383064866065979, 0.7331880331039429, 0.7545792460441589, 0.6737472414970398, 0.7585383653640747, 0.778408944606781, 0.797188401222229, 0.6456667184829712, 0.6792193651199341, 0.7957655191421509, 0.8297412395477295, 0.8186935186386108, 0.74083411693573, 0.753271758556366, 0.7781255841255188, 0.8005407452583313, 0.7557993531227112, 0.6891841888427734, 0.7255773544311523, 0.7599468231201172, 0.763445258140564, 0.7773963809013367, 0.7021830081939697, 0.6844862699508667, 0.8045709133148193, 0.7578538656234741, 0.7487603425979614, 0.7432557940483093, 0.7242281436920166, 0.6998287439346313, 0.7517316937446594, 0.7256174087524414, 0.7022343873977661, 0.7224084734916687, 0.805371880531311, 0.8744310140609741, 0.6914561986923218, 0.7618321180343628, 0.7926121950149536, 0.7382981777191162, 0.9244344234466553, 0.775651216506958, 0.7831323742866516, 0.7909814119338989, 0.7936499118804932, 0.671227216720581, 0.6993680596351624, 0.7212483882904053, 0.808867871761322, 0.7852777242660522, 0.761588454246521, 0.6754224300384521, 0.7536258697509766, 0.959710955619812, 0.7181798815727234, 0.7259519696235657, 0.7216579914093018, 0.7512075901031494, 0.6762862801551819, 0.7158067226409912, 0.7465614080429077, 0.6919264197349548, 0.8448002338409424, 0.6684737801551819, 0.701827347278595, 0.7161133289337158, 0.894926905632019, 0.7790554165840149, 0.7961512804031372, 0.8151906728744507, 0.7040798664093018, 0.8318773508071899, 0.7186037302017212, 0.6889246702194214, 0.7201249003410339, 0.82275390625, 0.7441088557243347, 0.7567877769470215, 0.7601904273033142, 0.7296837568283081, 0.794041633605957, 0.8439612984657288, 0.8593907952308655, 0.7428975105285645, 0.7240357398986816, 0.6891724467277527, 0.8102250099182129, 0.6482947468757629, 0.7178983688354492, 0.6790878772735596, 0.7164459228515625, 0.683600902557373, 0.6920124292373657, 0.6525814533233643, 0.8094980716705322, 0.8018766641616821, 0.6671680212020874, 0.7963491678237915, 0.7164734601974487, 0.7268332242965698, 0.7789817452430725, 0.8491203784942627, 0.7137235403060913, 0.7149980068206787, 0.7878018617630005, 0.7159478068351746, 0.7948412299156189, 0.7682995200157166, 0.8292133808135986, 0.7388678789138794, 0.7910895347595215, 0.810263991355896, 0.7264505624771118, 0.8003714084625244, 0.7068580389022827, 0.7972043752670288, 0.7938170433044434]","['000297', '000164', '000050', '000151', '000329', '000678', '000409', '000698', '000718', '000410', '000470', '000224', '000608', '000119', '000127', '000077', '000403', '000707', '000401', '000076', '000046', '000548', '000041', '000367', '000002', '000346', '000039', '000381', '000440', '000509', '000652', '000497', '000103', '000305', '000493', '000036', '000290', '000630', '000633', '000070', '000639', '000717', '000155', '000343', '000003', '000511', '000169', '000253', '000316', '000571', '000281', '000188', '000628', '000407', '000512', '000582', '000577', '000336', '000033', '000533', '000424', '000669', '000344', '000607', '000551', '000541', '000298', '000455', '000500', '000566', '000561', '000337', '000104', '000156', '000280', '000045', '000365', '000501', '000579', '000219', '000105', '000619', '000568', '000668', '000461', '000252', '000073', '000152', '000187', '000186', '000369', '000195', '000590', '000471', '000272', '000064', '000450', '000364', '000427', '000385', '000190', '000437', '000167', '000024', '000444', '000583', '000192', '000536', '000616', '000723', '000636', '000153', '000624', '000094', '000089', '000132', '000123', '000122', '000656', '000111', '000631', '000279', '000285', '000433', '000469', '000293', '000595', '000380', '000139', '000241', '000602', '000355', '000516', '000482', '000246']"
4,"[0.9129087328910828, 0.7603975534439087, 0.7632352113723755, 0.8341196775436401, 0.8231264352798462, 0.8100709915161133, 0.7677283883094788, 0.9031550288200378, 0.7961270809173584, 0.9866359233856201, 0.9688360691070557, 0.7576898336410522, 0.7855123281478882, 0.8026260137557983, 0.8350362777709961, 0.8282421827316284, 0.8515971899032593, 0.8822250962257385, 0.8753489255905151, 0.8444688320159912, 0.830429196357727, 0.7843419313430786, 0.8213249444961548, 0.844597578048706, 0.8224146366119385, 0.7836247682571411, 0.7897753715515137, 0.7824910283088684, 0.9084330201148987, 0.8454194664955139, 0.813488245010376, 0.8266927003860474, 0.8707047700881958, 0.8722383975982666, 0.8035246133804321, 0.7312504053115845, 0.7548907995223999, 0.8140461444854736, 0.7989726066589355, 0.8583272099494934, 0.7957541346549988, 0.7193339467048645, 0.8512342572212219, 0.8132390975952148, 0.8533018827438354, 0.8202897906303406, 0.8023055791854858, 0.7814380526542664, 0.8663812875747681, 0.7859187722206116, 0.7654082775115967, 0.7919528484344482, 0.9292057752609253, 0.9408354759216309, 0.7730432748794556, 0.8174903392791748, 0.8609578609466553, 0.8052705526351929, 0.9421409964561462, 0.8516963720321655, 0.863895058631897, 0.8365309238433838, 0.8547682762145996, 0.7238941192626953, 0.7718861103057861, 0.8128864765167236, 0.8968526721000671, 0.8226261138916016, 0.8074486255645752, 0.7525086998939514, 0.7991549968719482, 0.9207807183265686, 0.7778612375259399, 0.8172915577888489, 0.8106944561004639, 0.7831897139549255, 0.8856074810028076, 0.7727196216583252, 0.8049669861793518, 0.8117057681083679, 0.9556447267532349, 0.7481586337089539, 0.7716989517211914, 0.7820618748664856, 0.8793598413467407, 0.8698450326919556, 0.7987622022628784, 0.8699915409088135, 0.7244769930839539, 0.9861820936203003, 0.8056221008300781, 0.8321353197097778, 0.8769357204437256, 0.8373246788978577, 0.804595410823822, 0.8648613095283508, 0.8483037948608398, 0.815137505531311, 0.8605548739433289, 0.8741989135742188, 0.9278992414474487, 0.8503066897392273, 0.8339880704879761, 0.7701736688613892, 0.9661569595336914, 0.7387409806251526, 0.8039881587028503, 0.7694450616836548, 0.8125765323638916, 0.7472585439682007, 0.7942211627960205, 0.7432389855384827, 0.8772841691970825, 0.8607418537139893, 0.7987643480300903, 0.8435373306274414, 0.7796390652656555, 0.8394072651863098, 0.8658279180526733, 0.86495441198349, 0.7942652702331543, 0.8055869936943054, 0.9417548179626465, 0.8188731670379639, 0.877010703086853, 0.7888301610946655, 0.8496556282043457, 0.7994589805603027, 0.884034276008606, 0.8463174700737, 0.8135526776313782, 0.8572666049003601, 0.771375834941864, 0.8429337739944458, 0.8615875244140625]","[0.8925349712371826, 0.747191846370697, 0.7931561470031738, 0.8631492257118225, 0.8226763606071472, 0.7935639023780823, 0.7597261667251587, 0.8968754410743713, 0.806841254234314, 0.9191314578056335, 0.9942125082015991, 0.7786886692047119, 0.7970913052558899, 0.8090068101882935, 0.8019766211509705, 0.8556717038154602, 0.8166225552558899, 0.8895155191421509, 0.8705868721008301, 0.8001806735992432, 0.808246910572052, 0.756848156452179, 0.8197380304336548, 0.8261843323707581, 0.8464659452438354, 0.7332848906517029, 0.7557318210601807, 0.8218083381652832, 0.8612368702888489, 0.852406919002533, 0.7914524078369141, 0.811883807182312, 0.8262006640434265, 0.8415260314941406, 0.800298810005188, 0.7403908967971802, 0.7772434949874878, 0.8064919710159302, 0.8153560161590576, 0.8222246170043945, 0.7553550004959106, 0.7504761815071106, 0.8357610702514648, 0.8059868812561035, 0.8052818775177002, 0.7885640263557434, 0.7930193543434143, 0.7712448835372925, 0.80450439453125, 0.7738550901412964, 0.7633406519889832, 0.7708174586296082, 0.8458480834960938, 0.8987237215042114, 0.7575203776359558, 0.8038187623023987, 0.8289079666137695, 0.7947943210601807, 0.9417626857757568, 0.8095769882202148, 0.8260402679443359, 0.8302278518676758, 0.8401991128921509, 0.7413378953933716, 0.7566701173782349, 0.787656307220459, 0.8455596566200256, 0.8357637524604797, 0.8033913969993591, 0.7369430661201477, 0.803085446357727, 0.9631258249282837, 0.7820006012916565, 0.7833074927330017, 0.7929455041885376, 0.797315239906311, 0.7631731629371643, 0.7661062479019165, 0.8011381030082703, 0.7730000019073486, 0.8735270500183105, 0.7393501996994019, 0.7700512409210205, 0.7716083526611328, 0.9095207452774048, 0.8200938701629639, 0.8433141708374023, 0.8616372346878052, 0.7625613212585449, 0.87370765209198, 0.784997820854187, 0.7622824907302856, 0.7834693193435669, 0.8653925657272339, 0.8111224174499512, 0.7980269193649292, 0.8091720938682556, 0.7809292078018188, 0.8423453569412231, 0.8694750070571899, 0.8889960050582886, 0.8055124282836914, 0.7867240905761719, 0.7625057101249695, 0.8588658571243286, 0.7361669540405273, 0.7813903093338013, 0.7406697273254395, 0.7803137302398682, 0.754898190498352, 0.7666757106781006, 0.7461317181587219, 0.8452016711235046, 0.8499710559844971, 0.7468827962875366, 0.8285478949546814, 0.7908332943916321, 0.7930604219436646, 0.8233563303947449, 0.8773860931396484, 0.7848395705223083, 0.779384970664978, 0.829559862613678, 0.7791285514831543, 0.8452802896499634, 0.8153771162033081, 0.8609493970870972, 0.7828090786933899, 0.8344516754150391, 0.8490558862686157, 0.7727519273757935, 0.8462390899658203, 0.7607144117355347, 0.834474503993988, 0.8516403436660767]","['000297', '000164', '000050', '000151', '000329', '000678', '000409', '000698', '000718', '000410', '000470', '000224', '000608', '000119', '000127', '000077', '000403', '000707', '000401', '000076', '000046', '000548', '000041', '000367', '000002', '000346', '000039', '000381', '000440', '000509', '000652', '000497', '000103', '000305', '000493', '000036', '000290', '000630', '000633', '000070', '000639', '000717', '000155', '000343', '000003', '000511', '000169', '000253', '000316', '000571', '000281', '000188', '000628', '000407', '000512', '000582', '000577', '000336', '000033', '000533', '000424', '000669', '000344', '000607', '000551', '000541', '000298', '000455', '000500', '000566', '000561', '000337', '000104', '000156', '000280', '000045', '000365', '000501', '000579', '000219', '000105', '000619', '000568', '000668', '000461', '000252', '000073', '000152', '000187', '000186', '000369', '000195', '000590', '000471', '000272', '000064', '000450', '000364', '000427', '000385', '000190', '000437', '000167', '000024', '000444', '000583', '000192', '000536', '000616', '000723', '000636', '000153', '000624', '000094', '000089', '000132', '000123', '000122', '000656', '000111', '000631', '000279', '000285', '000433', '000469', '000293', '000595', '000380', '000139', '000241', '000602', '000355', '000516', '000482', '000246']"
